,fold_0,fold_1,fold_2,fold_3,fold_4
447-8-0000000008_jpg.rf.60c3164409388f5c1433e79c42814325.jpg,False,False,False,False,True
a10_5-0300000000_jpg.rf.6396d610d01152dae1695b1d3eab0475.jpg,False,False,False,False,True
gt1_p_test2-0800000008_jpg.rf.64dbaa8972f3eab981134126b0678a86.jpg,True,False,False,False,False
a10_39-0100000000_jpg.rf.61e435c369de3be3a9545d323cafa04d.jpg,False,True,False,False,False
154-2-0300000000_jpg.rf.6613572f87af7fa6b85c94751f7abffd.jpg,True,False,False,False,False
a10_53-0000000000_jpg.rf.6491c5e1ac14a5e36463d6b174e8b156.jpg,False,False,False,False,True
a10_7-0200000000_jpg.rf.6705a522a513f7392fec1a57ffb2744a.jpg,False,False,False,True,False
a10_13-0200000000_jpg.rf.6659b9e9bd5de41d2ab1ecf354ba1959.jpg,False,False,False,False,True
a10_44-0000000000_jpg.rf.667cc1e2bfa8e498eb9b199cfa94b493.jpg,False,False,False,True,False
a10_42-0300000000_jpg.rf.6504947f9a33f1bd814be7545cc74df5.jpg,False,True,False,False,False
gt1_p_test2-0500000000_jpg.rf.645f00534348991bedc03ed9335295f1.jpg,False,False,True,False,False
154-1-0100000009_jpg.rf.68c0d8e7a4a8eeb8781e940df0de78d3.jpg,True,False,False,False,False
154-10-0000000000_jpg.rf.67964617a797a67d17fdbe0f5eb06502.jpg,False,False,True,False,False
ra3gt1_3_-0100000008_jpg.rf.684bfad728863b0e7ab6f892b9155dee.jpg,False,False,True,False,False
154-10-0400000000_jpg.rf.673974283a06424300e90f618ce380e8.jpg,False,False,True,False,False
gt1_p_test3-0700000008_jpg.rf.6935d3ab4f71e62245031aa6f2afadd7.jpg,False,True,False,False,False
154-2-0000000009_jpg.rf.65e5a065907e86253e2dda9fdd34d545.jpg,False,False,False,True,False
A10_18_0500000000_jpg.rf.6c61335cdfea51c65ee287e1381a83c0.jpg,False,True,False,False,False
a10_59-0000000000_jpg.rf.6bcb084a2a1d652ff113ddfc9b429eb1.jpg,False,False,False,True,False
a10_53-0000000000_jpg.rf.6dfd2037b787ff00c02a82a759490a61.jpg,False,True,False,False,False
a10_39-0000000000_jpg.rf.6e0e9f57e23747230e35fa7fd733ade4.jpg,False,False,True,False,False
a10_55-0000000000_jpg.rf.6d989430ed430664cd24372b596db17f.jpg,False,False,False,False,True
a10_14-0300000000_jpg.rf.6e6c5cd42e746de7418c3405f1e6e3a3.jpg,False,True,False,False,False
a10_38-0100000000_jpg.rf.6ef22faeb4a63c4508d2a368cc9f746b.jpg,True,False,False,False,False
gt1_p_test3-0000000009_jpg.rf.6d60e3554bf26844ac4b570e8845ee1f.jpg,False,False,False,True,False
154-1-0000000008_jpg.rf.7034c0f4724e2a8ffba8009b7e5579b7.jpg,False,False,False,True,False
ra3gt1_4_-0100000003_jpg.rf.6f1b901d6e68e901da523cd82eb026cd.jpg,False,False,False,True,False
154-4-0600000009_jpg.rf.6a5874b0f18b42ad69bbf2d9f0a7cb0e.jpg,False,True,False,False,False
159-8-0800000008_jpg.rf.7041ea5b6b371cffdfc66cdb30cb5e49.jpg,True,False,False,False,False
gt1_p_test3-0000000008_jpg.rf.7e7ebb16189ed3abef18e98b6eee0305.jpg,False,True,False,False,False
a10_4-0200000000_jpg.rf.7a2daec17eeeb9bfb9e57b38880b3a6d.jpg,False,False,False,True,False
ra3-8_0200000000_jpg.rf.728d777ce995e6332e49f1937d8d79a1.jpg,False,True,False,False,False
a10_4-0200000000_jpg.rf.7eac8c6ea4d27b7790eb966316b7879c.jpg,False,True,False,False,False
gt1_p_test3-0200000009_jpg.rf.7c5863858b864fdc9c028d2b9b51a49b.jpg,False,False,False,True,False
158-6-0100000009_jpg.rf.77ac1642ce60d92f2b29ddab2992c5eb.jpg,True,False,False,False,False
a10_15-0300000000_jpg.rf.7a7d582df396790015fd3776086cf38e.jpg,False,False,True,False,False
a10_43-0300000000_jpg.rf.729a9913e9b16a3f6acf4a203b3da8a5.jpg,False,False,False,True,False
a10_10-0100000000_jpg.rf.73b10007e67a07e800e7ead2413ed645.jpg,False,False,False,False,True
a10_37-0000000000_jpg.rf.7293c4ed321098e539effcd4fb4c9cd7.jpg,True,False,False,False,False
a10_11-0400000000_jpg.rf.723252e30723ebcbd36e0803bdc26be8.jpg,False,False,False,True,False
gt1_p_test2-0400000009_jpg.rf.7af87eae86add48ca399ca48d1e4e1a7.jpg,False,False,True,False,False
154-10-0000000000_jpg.rf.7b1bb1d05d61153b78c1990fc5e2f456.jpg,False,False,True,False,False
ra3_gt1_2_-0400000021_jpg.rf.71f6e3e843c83e1febd4de4ca498069f.jpg,False,True,False,False,False
a10_10-0000000000_jpg.rf.7a2d505873af012be09c8d771cf9fc0e.jpg,False,True,False,False,False
a10_5-0100000000_jpg.rf.7e385d1880975b57914002504eca9da6.jpg,True,False,False,False,False
ra3_ds_14_0200000006_jpg.rf.78608605d4bccbf9275404fb8d91fd89.jpg,False,True,False,False,False
a10_5-0200000000_jpg.rf.707e7341bf9bebcdef6354284fdc8ff5.jpg,False,False,True,False,False
gt1_p_test3-0500000009_jpg.rf.77fdc87ea0b1306ee2408331e04a3c41.jpg,False,False,False,False,True
a10_16-0200000000_jpg.rf.71084f32bccd7636e6405b25b84f6592.jpg,True,False,False,False,False
a10_39-0000000000_jpg.rf.7f4ecfc95cde98c8630275affdcdf0e6.jpg,True,False,False,False,False
159-8-0500000008_jpg.rf.78ddf3b12d7d5e1df256716b4202c1e0.jpg,True,False,False,False,False
a10_53-0100000000_jpg.rf.770c95c23163fed212058f4e61053f96.jpg,False,True,False,False,False
a10_44-0400000000_jpg.rf.7a8b8193db251cc962482dc6cb2b98ea.jpg,True,False,False,False,False
a10_3-0300000000_jpg.rf.7f6844c80ac75305f637b727b6f4fcde.jpg,False,False,False,True,False
ra3_ds-17_0100000006_jpg.rf.7b911928ad32acbd02f622ac1d850d5d.jpg,False,True,False,False,False
154-1-0000000009_jpg.rf.7fab964e482f5b09bd83c87979dc67e7.jpg,False,True,False,False,False
ra3_68-0200000000_jpg.rf.7fb3ad33a6ca2782b5f5bd40871faa10.jpg,False,False,False,False,True
ra3_ds-1_0100000006_jpg.rf.80820d50a951bc7a65f954bef89ba75f.jpg,False,False,True,False,False
158-4-0100000000_jpg.rf.80a426b5f88d97ca558a46f598aa1e5a.jpg,False,False,True,False,False
155-6-0600000008_jpg.rf.8178676fe49520f49f2a1d64fea133b4.jpg,False,True,False,False,False
a10_44-0000000000_jpg.rf.811165c0cd7fdbebd86db74b45b0aea7.jpg,False,False,False,False,True
a10_7-0100000000_jpg.rf.81eb6a7a8a3f48fc86a136157889273b.jpg,False,False,True,False,False
a10_12-0100000000_jpg.rf.822a12da525ee4d77d0da64ef619d3f1.jpg,False,True,False,False,False
154-1-0600000008_jpg.rf.82b09ea1279229380e9cd0dd6ff3feba.jpg,False,False,True,False,False
gt1_p_test2-0300000009_jpg.rf.82b76b6595bc1ace0a8d860df9ab2574.jpg,False,False,True,False,False
154-4-0600000009_jpg.rf.837af873805cba3e277ecd1ce1655356.jpg,False,True,False,False,False
448-8-0100000009_jpg.rf.83b539939a8c4826c923d6ddb5a1ac4a.jpg,False,False,True,False,False
a10_53-0200000000_jpg.rf.86914cfde2a7577b9a43b60aea5204df.jpg,False,False,False,True,False
a10_59-0300000000_jpg.rf.84ec49c1dd9aa240881b8c412025ddae.jpg,False,True,False,False,False
154-2-0400000009_jpg.rf.82ebc828219ebddf7dade7c0d353bac6.jpg,False,False,False,False,True
a10_7-0400000000_jpg.rf.843cb530862a849f4d206209af67245d.jpg,True,False,False,False,False
ra3_gt1_1_-0300000008_jpg.rf.885fabc97008038fadef10152b51df88.jpg,True,False,False,False,False
154-1-0500000009_jpg.rf.86bdd0cae418c5f5797c43322c6901e7.jpg,False,False,False,True,False
159-4-0200000008_jpg.rf.83f3344bc98e5f2c80325d59201d69e1.jpg,True,False,False,False,False
a10_58-0000000000_jpg.rf.88a4a3fb23a4c5f59e2ecc2be8dc86a0.jpg,False,False,False,True,False
154-2-0100000008_jpg.rf.8c14a99c586111711887fdba182e37cf.jpg,True,False,False,False,False
a10_5-0400000000_jpg.rf.888791f1037e651bf5a2d550a1daf0cc.jpg,True,False,False,False,False
158-6-0100000009_jpg.rf.88d132f3f8135c9b571ae4778198abe2.jpg,False,False,True,False,False
gt1_p_test2-0300000008_jpg.rf.8d90dc41ba0f527f992dde847739ab74.jpg,False,False,False,True,False
gt1_p_test2-0000000008_jpg.rf.8b2146f4271afd75ffb7b4fc015fe8df.jpg,False,False,False,False,True
a10_15-0500000000_jpg.rf.8ca473eae011031aac8402d5f5a3c301.jpg,False,False,False,False,True
154-2-0200000009_jpg.rf.8cfed3f691942ce1815fe661bcf1d140.jpg,False,True,False,False,False
409-10-0900000009_jpg.rf.8e5a035828b8206607bc935401a7d758.jpg,False,False,False,True,False
ra3gt1_4_-0100000000_jpg.rf.8ef68426195d648e559a670dd37ed1c2.jpg,False,True,False,False,False
a10_57-0400000000_jpg.rf.8fe311488ab0cec620558284ac7aa7f4.jpg,True,False,False,False,False
a10_11-0100000000_jpg.rf.902075b89c88b75411783ac07e5afd94.jpg,True,False,False,False,False
447-8-0000000008_jpg.rf.90e66097976835e76f508b05afa80512.jpg,True,False,False,False,False
159-8-0200000008_jpg.rf.902ebec6fcc6229cae24ed8687eedb51.jpg,False,False,False,False,True
155-6-0300000008_jpg.rf.91c0448072857f2f874a6df97ce1980d.jpg,False,False,True,False,False
gt1_p_test3-0400000008_jpg.rf.90a6ff8db641da46ced9d6cb88da9996.jpg,False,False,False,False,True
A10_18_0500000006_jpg.rf.912e51f98f5300c96c1b847f9341b57f.jpg,False,True,False,False,False
ra3_46_test-0300000000_jpg.rf.91283e5ee56c03907ac2dd2b9f706eea.jpg,True,False,False,False,False
154-2-0300000008_jpg.rf.91ef94dac04d4c486db499e282476a85.jpg,False,True,False,False,False
gt1_p_test3-0700000000_jpg.rf.937d28de44678acee3db234032b6d30a.jpg,True,False,False,False,False
gt1_p_test2-0700000008_jpg.rf.92bba74f52c703d5fb72c6f84cde9b3f.jpg,True,False,False,False,False
447-8-0000000009_jpg.rf.93609e537566ad62998bdb43f85187ef.jpg,False,False,False,True,False
gt1_p_test1-0200000009_jpg.rf.8fffb0301f716e28c394b82182f0796f.jpg,False,False,False,True,False
a10_53-0400000000_jpg.rf.9474710447420e018cc0edb4c12350f5.jpg,False,True,False,False,False
447-5-0500000009_jpg.rf.9470bb77d1a08dd8ae4a0e634affb469.jpg,True,False,False,False,False
154-2-0200000008_jpg.rf.947d98e68186ff65645911c02df39e0f.jpg,False,False,False,True,False
gt1_p_test2-0100000000_jpg.rf.928098fb2e83e2eee1417ad92b4289e4.jpg,False,False,True,False,False
154-2-0000000008_jpg.rf.9434b3bb4a4d95cbfe96f6317868d7cf.jpg,False,False,False,False,True
448-8-0300000008_jpg.rf.949281bd354aad7b2a1304ae42b463c8.jpg,False,True,False,False,False
ra3_ds-17_0100000006_jpg.rf.9522c2de06d081075c858029fcaa7a41.jpg,False,False,False,False,True
ra3_gt1_2_-0400000022_jpg.rf.952c7b2dc684b24789901cf6a9722430.jpg,False,True,False,False,False
ra3gt1_3_-0300000009_jpg.rf.95898987ad3773a9302f79f9d552a791.jpg,True,False,False,False,False
a10_37-0100000000_jpg.rf.965045eb7a9593aacf38eea3bf674275.jpg,False,False,False,True,False
gt1_p_test3-0200000009_jpg.rf.970285ede22632665f4c3ff58e4c18bc.jpg,False,True,False,False,False
a10_9-0000000000_jpg.rf.968302945f2c7e7b7a9fb7e63e937e86.jpg,True,False,False,False,False
ra3gt1_4_-0100000003_jpg.rf.9825a9b4e7fa106ce4251eeec69b7d5c.jpg,False,False,False,True,False
gt1_p_test2-0000000008_jpg.rf.9777e501d9ab0d2efe3834ccf95c548c.jpg,False,False,False,False,True
154-10-0300000009_jpg.rf.96b53bb64b73b59dfe4485f5ed2c4205.jpg,True,False,False,False,False
a10_59-0000000000_jpg.rf.99ac74a82eab0cf9e667ea0aabfd15e7.jpg,False,False,True,False,False
a10_54-0400000000_jpg.rf.9ac9543a624c758295887af3b4b995d9.jpg,True,False,False,False,False
154-1-0200000008_jpg.rf.9accd2c6d51ef00a2580f7e1401d47f4.jpg,True,False,False,False,False
a10_38-0300000000_jpg.rf.982695acdc2b725e67c5876c45161d1a.jpg,False,False,False,False,True
a10_55-0300000000_jpg.rf.9c093e62eac882c1258f5c919ff04c43.jpg,False,False,False,True,False
447-8-0000000009_jpg.rf.9d9e6a44b5b5f5ae9d27af626150ca52.jpg,False,True,False,False,False
ra3gt1_3_-0300000009_jpg.rf.9c01a89100479da0cb812e7ea0e700d3.jpg,False,True,False,False,False
159-4-0300000008_jpg.rf.9b5db5ada44d13b706ec9fdf678c9518.jpg,False,False,False,False,True
a10_9-0200000000_jpg.rf.9bbfedbce29e1e53895f000d72ae6684.jpg,False,False,False,True,False
a10_38-0300000000_jpg.rf.9dfd4c7cacc505118aca5a632e216e9d.jpg,False,True,False,False,False
ra3_46_test-0100000000_jpg.rf.9f04ac97e4baeebf103623af40505f64.jpg,False,True,False,False,False
154-6-0200000009_jpg.rf.9b314c5a78b32670efa2eded5f6200f5.jpg,False,False,False,False,True
a10_11-0000000000_jpg.rf.9ffd0eea97375e95b31b6a303096edeb.jpg,False,False,False,False,True
ra3_46_test-0500000000_jpg.rf.9e12de83a3ec4132414499f709a6434a.jpg,False,False,False,True,False
154-1-0100000008_jpg.rf.9dd1da9ec6ad519c4604db018b356002.jpg,False,False,False,True,False
a10_42-0000000000_jpg.rf.a2b63d099a67f0279161bcc1e0a183dc.jpg,True,False,False,False,False
154-8-0300000009_jpg.rf.a2d729fe0aa6921a30f54e64478ade93.jpg,False,False,False,True,False
a10_37-0400000000_jpg.rf.9ff47310f564e55d3f26761884b48d78.jpg,False,True,False,False,False
a10_10-0000000000_jpg.rf.a0fc1496d6ba3fb85499e66a120bf6ea.jpg,False,True,False,False,False
402-2-0400000008_jpg.rf.a1c4628f9e524394546b1afc92e5749a.jpg,False,False,False,True,False
447-7-0300000009_jpg.rf.a287ecac748f43fee54b0b3dc3cf4479.jpg,False,False,True,False,False
gt1_p_test3-0000000009_jpg.rf.a1b1638cd208cf59079702ff32d985f7.jpg,False,True,False,False,False
ra3gt1_3_-0300000008_jpg.rf.a439b68cc7fd3b75a00da83d36730483.jpg,False,True,False,False,False
a10_7-0400000000_jpg.rf.a330af04600ea283f04e60d4e3acdc8e.jpg,False,True,False,False,False
gt1_p_test2-0500000008_jpg.rf.a30f774f10e0d1c1b0c964ce4b515621.jpg,False,True,False,False,False
159-4-0500000008_jpg.rf.a2de4ace59860ef12fc5260172d6b708.jpg,True,False,False,False,False
154-1-0300000008_jpg.rf.a4a8227afa555383ea6e331c818ae3dd.jpg,False,False,True,False,False
ra3-8_0200000000_jpg.rf.a54d89adb35c9dce632808a6f5d09d40.jpg,False,False,True,False,False
gt1_p_test2-0300000000_jpg.rf.a58dc855b4af01c288f6bb2d8b44189b.jpg,True,False,False,False,False
gt1_p_test2-0800000008_jpg.rf.a7a39a96c0c7a72d0b97fd62883bd543.jpg,False,False,False,False,True
gt1_p_test2-0500000000_jpg.rf.a990bfad182db929ed6647ec4b94f8e9.jpg,False,False,False,False,True
409-10-0900000009_jpg.rf.aab209d5ceed29fbe9e74e68cc005403.jpg,False,True,False,False,False
ra3-4_0200000000_jpg.rf.ab00f94c22b93a2f33c12d5a5963a676.jpg,False,False,True,False,False
a10_3-0300000000_jpg.rf.a69ed7c976f5908d9035bfaf5fc3716f.jpg,False,False,False,False,True
gt1_p_test2-0200000009_jpg.rf.a906cf2b1f9736ab045e92fe430b3cb5.jpg,False,False,False,False,True
158-2-0000000000_jpg.rf.ab274babda57007e3ad0eca100a55ee1.jpg,False,False,True,False,False
a10_44-0100000000_jpg.rf.a87f0c384c7c27bc36836f81bd037131.jpg,False,False,False,True,False
154-10-0400000000_jpg.rf.a934264e9ebdde9d03b76d5f9ef1746f.jpg,True,False,False,False,False
a10_37-0300000000_jpg.rf.ab3c1a0efbc41a209c67df390bc4d85c.jpg,False,False,True,False,False
154-1-0300000009_jpg.rf.ab6f93fc03e33561ba1f956c121015a6.jpg,False,True,False,False,False
a10_11-0000000000_jpg.rf.a673f2afb45dabc82217920948b7551f.jpg,True,False,False,False,False
ra3_67-0200000000_jpg.rf.acf1f1310cd0b17def75169afe27e69b.jpg,False,False,False,False,True
ra3_ds-1_0100000000_jpg.rf.ab74633e83e08c2907719c9d4c732190.jpg,False,True,False,False,False
154-1-0900000009_jpg.rf.aced2871783028c143e0fd59e70b2231.jpg,False,False,True,False,False
154-1-0400000009_jpg.rf.adec7c496690e1c044f4c73d0d3b452d.jpg,False,True,False,False,False
gt1_p_test1-0100000000_jpg.rf.aa669ed9ab10fe811c954d104b93683a.jpg,False,False,False,True,False
a10_56-0400000000_jpg.rf.ad2ce474cc9acbea0772e1e78a141956.jpg,False,False,False,True,False
447-8-0500000008_jpg.rf.af89e42c604182a33c5397aa9a6fa8e9.jpg,False,False,True,False,False
158-2-0400000000_jpg.rf.ad4323c33088968b6ba40e696709a6a4.jpg,False,False,True,False,False
447-8-0200000008_jpg.rf.ab77dd7f5d4269d072ce30b4a92c88ee.jpg,False,False,False,True,False
a10_12-0300000000_jpg.rf.b0754f58d792a1583fe0992f7e139691.jpg,False,False,False,False,True
ra3_46_test-0300000000_jpg.rf.ae116e33e5ea8436d2f83f4143312e83.jpg,False,False,False,True,False
a10_37-0000000000_jpg.rf.aee568b38dbc803de3320607020ae8d9.jpg,False,False,False,False,True
a10_53-0200000000_jpg.rf.b1f5b1a8c091b5c205cc7cba66dcb959.jpg,False,True,False,False,False
154-6-0200000009_jpg.rf.b0ce2e1d44e6c9764ea8640c2f691caa.jpg,False,True,False,False,False
a10_44-0300000000_jpg.rf.b0cc3bfaec0ff64c28736c048e909155.jpg,False,False,False,True,False
447-8-0500000008_jpg.rf.b0b445c614de9a79ee2e01101982e8ba.jpg,False,False,True,False,False
448-2_tassel-0400000009_jpg.rf.afa7d630d5af614d0bfae1800f3d018e.jpg,True,False,False,False,False
154-1-0500000008_jpg.rf.b4e428003ee80884913b3ae0d29d0c2e.jpg,True,False,False,False,False
158-8-0000000009_jpg.rf.b5579754b4578f461200ce3f9d17ba11.jpg,False,False,True,False,False
447-5-0500000009_jpg.rf.b7576cf60db4acae83625eb26bdaac6c.jpg,False,False,True,False,False
154-1-0900000008_jpg.rf.b47fca430c8d86f0781eab45ed50b1fd.jpg,True,False,False,False,False
a10_7-0300000000_jpg.rf.b6df844716914edaf7c8ef32c2c8b9be.jpg,False,False,True,False,False
155-6-0600000008_jpg.rf.b50efee263d335004ee5e123dd0cfae7.jpg,False,True,False,False,False
a10_5-0100000000_jpg.rf.b56f264b229ab4d8e25beb91e75fb879.jpg,False,False,False,True,False
154-2-0100000008_jpg.rf.b8c47efae0dac7dc454d773692cde2e5.jpg,False,True,False,False,False
gt1_p_test2-0100000000_jpg.rf.b7ffdc1807cb552e8fff38ec076a7395.jpg,False,True,False,False,False
a10_6-0100000000_jpg.rf.b5de9964f896fbedae03054430a080a2.jpg,False,False,False,False,True
a10_16-0400000000_jpg.rf.b81d5b760ee56be5f9e7ffd0885c73ab.jpg,False,False,True,False,False
447-8-0100000008_jpg.rf.b821caf368989308db4627c7278f6eb2.jpg,False,False,False,False,True
gt1_p_test3-0700000009_jpg.rf.b8c49f6f6aca614b29848649deaaabbb.jpg,True,False,False,False,False
gt1_p_test2-0500000009_jpg.rf.b9fc7f94db59a1c214eb1f7db90f20dd.jpg,False,False,True,False,False
154-1-0800000009_jpg.rf.bbcd025cb370ef9512d233fdffe4726a.jpg,False,False,False,True,False
a10_2-0200000000_jpg.rf.ba4d13d96c844ca0c87db79b37b68ba8.jpg,False,False,False,False,True
A10_7_0300000006_jpg.rf.bc76e793c89b82c2c2e60092e90cbbc6.jpg,True,False,False,False,False
154-10-0000000009_jpg.rf.ba3995b0ad415a9e0e7dbebe793d5e2b.jpg,False,True,False,False,False
448-4-0100000009_jpg.rf.bab67db9eb98035b68b2929d536351b4.jpg,False,False,True,False,False
a10_60-0300000000_jpg.rf.bd338ee393c1735b999addb58727367d.jpg,False,False,True,False,False
ra3-4_0200000006_jpg.rf.bd12c20953536ce299607a029cc869e1.jpg,False,True,False,False,False
154-2-0400000009_jpg.rf.bfa9536d00cbf0f407c67877f482b8c0.jpg,False,True,False,False,False
448-4-0100000009_jpg.rf.bcfa789f23664411ee10e911a9cd742d.jpg,True,False,False,False,False
ra3_N_10_0100000000_jpg.rf.ba693b2daf91312351997ec03430f237.jpg,False,False,False,False,True
ra3-4_0200000000_jpg.rf.bed4ceae2ba412b04950bd9c33057fbd.jpg,False,True,False,False,False
a10_7-0300000000_jpg.rf.c03b8a05ca824724c55c58121123173e.jpg,True,False,False,False,False
ra3_46_test-0000000000_jpg.rf.c184fb9f7a718c73a6cc3bcc0ec26836.jpg,True,False,False,False,False
447-8-0100000008_jpg.rf.c28f64c42ff2b48ed5d4d783e68b805f.jpg,True,False,False,False,False
a10_4-0300000000_jpg.rf.c0e708335d8c7df57c0d57c7449576a9.jpg,False,False,False,True,False
154-2-0200000008_jpg.rf.c1dde90f063d8d5b865e7243950e761e.jpg,True,False,False,False,False
ra3_N_10_0100000000_jpg.rf.bf4b7972fa63dbc1450b787862ae5be6.jpg,True,False,False,False,False
gt1_p_test3-0500000008_jpg.rf.bdc757ec1ed347612e38ac8078ef5236.jpg,True,False,False,False,False
ra3_ds_10_0300000000_jpg.rf.c4efb46f360f1618be5dccf5bf8a9141.jpg,True,False,False,False,False
154-2-0300000008_jpg.rf.c774a9b5bda90e7c4dfef208ce58dda7.jpg,True,False,False,False,False
a10_60-0400000000_jpg.rf.c81de426494285a764e620d82d4b0787.jpg,False,False,True,False,False
a10_38-0200000000_jpg.rf.c88911a72f4a33229d0170f763fecf46.jpg,False,False,False,False,True
a10_44-0100000000_jpg.rf.c381d58fdf54bfa45fcf8f695c4d1099.jpg,False,False,False,False,True
a10_55-0100000000_jpg.rf.c2eca4b3c0aedc41e2f0917f523d8f1b.jpg,True,False,False,False,False
a10_3-0000000000_jpg.rf.c7fe7e4f353fc5f93652a389c0ef753c.jpg,True,False,False,False,False
a10_1-0300000000_jpg.rf.c8f51b94e95137acb63eb04329f10cc0.jpg,False,False,False,True,False
A10-16_0100000006_jpg.rf.c91e351015bde1fd7005db41fcce7099.jpg,True,False,False,False,False
a10_7-0200000000_jpg.rf.c8bbcc7efea1c94e706af43c6888a2e3.jpg,True,False,False,False,False
gt1_p_test3-0400000009_jpg.rf.cb3e6acc7569a35cbd193fe662d1f781.jpg,False,True,False,False,False
A10_1_0400000000_jpg.rf.cd10cff565c737172545a968cccc0d77.jpg,False,False,False,False,True
ra3_gt1_2_-0100000017_jpg.rf.cc4a0ab40a8da93d159865f38b31fc8a.jpg,False,False,False,True,False
a10_33-0000000000_jpg.rf.cdf63c8163eb43375c8800a6eb5a8414.jpg,False,False,True,False,False
a10_15-0500000000_jpg.rf.cd66a23b94646e902cf3a6d67d6d4e23.jpg,False,False,False,True,False
a10_9-0000000000_jpg.rf.cf890a89e080a607bd63474bf77ed90d.jpg,False,True,False,False,False
ra3_ds-17_0100000000_jpg.rf.d02052bbf01f669c1aea9838eb3912ef.jpg,False,False,False,False,True
ra3gt1_3_-0600000012_jpg.rf.cfdb774f884364af3bd8d1db093af532.jpg,False,False,False,True,False
a10_37-0200000000_jpg.rf.cda7d79a66a83686797d9b09a696b2a2.jpg,False,False,False,False,True
ra3_ds-17_0100000000_jpg.rf.cf5a4c458ea4b2b5ed21a253e4beeabb.jpg,False,False,False,False,True
ra3gt1_3_-0300000008_jpg.rf.d0b408327274aab0fa0325396dbd0372.jpg,True,False,False,False,False
154-2-0300000009_jpg.rf.d027222eab40b05469b1baaaa8305d41.jpg,False,False,True,False,False
447-5-0400000009_jpg.rf.d1f7bdaac0d54562493fbe3191f7397d.jpg,False,False,False,False,True
a10_60-0300000000_jpg.rf.d3715186f55015a174952bd2518089bb.jpg,False,False,False,False,True
a10_44-0400000000_jpg.rf.d239f8738929a15354f875986d064094.jpg,False,False,True,False,False
gt1_p_test3-0100000008_jpg.rf.d311ccd0421b1d0508974eb20f4daaca.jpg,False,False,False,True,False
a10_3-0200000000_jpg.rf.d1ba3ceebd2146f1d339275166f25439.jpg,True,False,False,False,False
a10_37-0200000000_jpg.rf.d4d2aa935557e4c81897505429874645.jpg,False,False,False,True,False
a10_9-0100000000_jpg.rf.d41ad6d9b818542a784756f0e85372e8.jpg,False,False,True,False,False
158-2-0000000000_jpg.rf.d49bdb48048d571a765a2833fa0a1d0f.jpg,False,False,True,False,False
a10_41-0400000000_jpg.rf.d4721022320f26b2aaec93437acdbb4f.jpg,False,False,False,True,False
a10_55-0200000000_jpg.rf.d13a700c289d1d4c1af7e256fbc977b3.jpg,False,False,False,True,False
gt1_p_test3-0300000009_jpg.rf.d65f60c908946533ca24ff9c88a59d24.jpg,False,False,False,False,True
154-1-0700000009_jpg.rf.d856ba83428ab110f112c02c454de491.jpg,False,False,False,False,True
a10_39-0200000000_jpg.rf.d96f2eea681e6c0496fe94c1fed1ce4c.jpg,False,False,True,False,False
a10_38-0200000000_jpg.rf.d5c6cbe1f82dc74c02732d9fe1a3bc50.jpg,True,False,False,False,False
a10_14-0400000000_jpg.rf.d87dbc770d0e3ee3fe0ea731cc9940b9.jpg,False,False,False,False,True
448-4-0200000009_jpg.rf.d699893a3ceb0be706ff302d12b774de.jpg,False,False,False,True,False
154-8-0400000000_jpg.rf.d68c43402c37f3017fe8ec134f47e7b2.jpg,False,False,True,False,False
ra3_gt1_2_-0100000017_jpg.rf.d93324d90e03c17e8e9e3d56f5bbf248.jpg,True,False,False,False,False
154-1-0300000009_jpg.rf.d97e2bdb5cbb2f831a07fda616157ecc.jpg,True,False,False,False,False
158-4-0000000009_jpg.rf.d897823f67bbb50cc474be6221974cc3.jpg,False,False,True,False,False
448-4-0400000009_jpg.rf.d9e9a590f36caf68f9c247cc880d109c.jpg,False,True,False,False,False
gt1_p_test2-0700000009_jpg.rf.d6939c9cd33a94b5b792f6c4dcb3fb17.jpg,True,False,False,False,False
154-1-0700000008_jpg.rf.d9dd0a4291e72dbeb1138240aa6a3fdb.jpg,False,False,False,True,False
A10_7_0300000006_jpg.rf.da64ff169ad5bb1a630a68cd015d77eb.jpg,False,False,False,False,True
a10_37-0100000000_jpg.rf.da8a9afbfc12a3cc41e4fe6af2e19578.jpg,True,False,False,False,False
a10_9-0200000000_jpg.rf.d9c651233677cd0c43a80509411a7e97.jpg,False,False,False,True,False
gt1_p_test3-0700000009_jpg.rf.daab6833459f77f83320e3a9726796f7.jpg,False,False,False,False,True
ra3_46_test-0100000000_jpg.rf.db71b6b06f9694f89e61090a7a4cd242.jpg,False,False,True,False,False
ra3gt1_3_-0100000008_jpg.rf.dbfc49801ab963ad41a4cccbd8a1c5bd.jpg,True,False,False,False,False
a10_3-0200000000_jpg.rf.db5161261b2b956eac465777f96838f5.jpg,False,False,True,False,False
447-8-0300000009_jpg.rf.da9a0722130458c6eaa2ba72b48308cc.jpg,False,True,False,False,False
gt1_p_test1-0200000009_jpg.rf.dca9d7867c33fe71694295c0635d2f1c.jpg,False,True,False,False,False
ra3_ds_14_0200000006_jpg.rf.dd98174f14afe85c419d1215418a5ba0.jpg,False,False,False,True,False
a10_57-0300000000_jpg.rf.e0749e6521346ce84dbce28e4d70a895.jpg,False,False,True,False,False
a10_60-0000000000_jpg.rf.e0a59d4ee6119c426253e37a15a5e76f.jpg,False,False,False,False,True
154-1-0700000009_jpg.rf.e14ae66717a9105b47aa2a28a7267bf0.jpg,False,False,True,False,False
