,Unnamed: 0,image_id,planting_date,genotype,treatment,pistil_area,pistil_circularity,bbox,segm,confidence,center_x,center_y,perimeter_intersect,possible_overlap,scan_position,scan_angle,plant_id,total_scans_for_sample,y_pos_all_overlapped,y_pos_all_overlapped_len_standardized
965,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0000000008.jpg,early_planting,gt1ra3B73,no_treatment,2503,0.8755341033365722,[[369.93613 153.77638 417.176   225.25356]],"{'size': [672, 1008], 'counts': b'nob71bd0h0A9H6L4K4L3N3M2N2N101N101N101O0O10001O00000001O00001O001O001O1O1O0O2O001N2N2N3L3N3L4L5J7H^ZT<'}",0.9925774,392.5,481.5,False,False,0,8,/158-4,6,481.5,0.1022534013605442
966,1,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0000000008.jpg,early_planting,gt1ra3B73,no_treatment,1983,0.8141196064010036,[[270.94382 162.1312  309.90427 238.47806]],"{'size': [672, 1008], 'counts': b'Sfb5a0Zd0;G6J6K5L2N3M2N2O2M2M3N2N1O2N100001O1O1O001O1O1O1O001N3N1N2O3M2M3M4L4L4La0\\O]kY>'}",0.9884399,290.5,468.0,False,False,0,8,/158-4,6,468.0,0.0994897959183673
967,2,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0000000008.jpg,early_planting,gt1ra3B73,no_treatment,1303,0.8201469920364132,[[242.45905 199.98933 282.81882 251.66805]],"{'size': [672, 1008], 'counts': b'dZP5b0Zd08J4K4N2O1O1O1O2N1O2N100O10O010O010O1O001O1O1O1O0O3N2N1N3N2M4M3L4L3M3L4M3MdVl>'}",0.9867953,262.5,446.0,False,False,0,8,/158-4,6,446.0,0.094812925170068
968,3,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0000000008.jpg,early_planting,gt1ra3B73,no_treatment,2060,0.8619809837650546,[[298.59293 273.86618 339.6958  339.639  ]],"{'size': [672, 1008], 'counts': b'Y`T6g0Ud0:H6K4J4M3N2M3N1O2N1O100O2O0O100000O10000O101O00001N100N3N1O2N2M3N2M3N2M4L4I9FQhf='}",0.9860341,318.5,365.0,False,False,0,8,/158-4,6,365.0,0.0775935374149659
969,4,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0000000008.jpg,early_planting,gt1ra3B73,no_treatment,2399,0.7126080939955074,[[348.1408    32.514256 393.2724   118.34601 ]],"{'size': [672, 1008], 'counts': b'g]V7b0Zd08J5L3L3L4M2O2L3M3M3M3J6L4N2N2O1N2O1O1O1O001O010O11N1N3N1O2N2N3M2N3L4L4K5K6K5J7H;^OWac<'}",0.9846523,371.5,596.0,False,False,0,8,/158-4,6,596.0,0.1267006802721088
970,5,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0000000008.jpg,early_planting,gt1ra3B73,no_treatment,2195,0.8557093585307584,[[316.7299    41.512497 363.0032   110.48722 ]],"{'size': [672, 1008], 'counts': b'Uh`6e0Td0?D6L3N2N1O2N1O2N1O2N2O0O2O1O000010O000010O0001O0O2O001O010O001O1O1N2N3M3M3M4K8H9F:C``X='}",0.9823773,339.0,594.0,False,False,0,8,/158-4,6,594.0,0.1262755102040816
971,6,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0000000008.jpg,early_planting,gt1ra3B73,no_treatment,2368,0.5898379649359934,[[404.3123  125.04733 442.5621  223.83556]],"{'size': [672, 1008], 'counts': b'UoY8a0Xd09G9K4L3M3K5K6K4M3M3O1N2O2N1O2M2O1N1M4L4N2O001O01O1O1O2M2O2M5J:G;D<hN\\\\O?jc0YO^\\O?Zd0D`Xc;'}",0.971991,423.0,496.5,False,False,0,8,/158-4,6,496.5,0.1054421768707483
972,7,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0000000008.jpg,early_planting,gt1ra3B73,no_treatment,1388,0.6802705011862868,[[350.7958  351.53772 384.2558  415.7757 ]],"{'size': [672, 1008], 'counts': b'UgV78cd09G8J4M4L3N3L3N2N2N1N3N1O2N1O1N2O1N2O1004L2N1O1O2N1O2XOc\\OI_c05b\\OJnc0ET\\O9[d0N3M3L_Si<'}",0.9239435,367.0,288.0,False,False,0,8,/158-4,6,288.0,0.0612244897959183
973,2,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,2254,0.8627138377475175,[[293.81116 135.55785 337.95496 205.21999]],"{'size': [672, 1008], 'counts': b'mRQ6g0Ud08J4L4M3L5L2N3M3M2N3N1N2O1N1O10000O100000000000O101O0O2N2N2N1N3N2N2N3N1N3L3N3K6I7GXkh='}",0.9903014,314.5,502.0,False,False,1,8,/158-4,6,738.0,0.1568877551020408
974,3,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,2364,0.8027749165293123,[[373.68744 309.18243 417.07477 385.83356]],"{'size': [672, 1008], 'counts': b'f]f7`0\\d07J6J7J6J6J4L4L3N2M3N1O1N3N1O1O100O10000001O0O2O1O001O001O1N101N2N2M3N2M4K5J9Fb0TOgUT<'}",0.9871149,395.0,325.0,False,False,1,8,/158-4,6,384.0,0.0816326530612244
975,5,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,2192,0.7204157056864919,[[285.1372  358.7606  326.4726  435.29562]],"{'size': [672, 1008], 'counts': b'^Rl5g0Vd06K5K4M2M4M3L2O2N1O1N2N2H8L4M3O1O1O10000001O1O2N2M2O4L2N1O2M3N1N3N1M4M3L3L6G;CmUo='}",0.98271334,305.5,275.0,False,False,1,8,/158-4,6,284.0,0.0603741496598639
976,7,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,2595,0.7214050030467665,[[322.16815 206.9592  364.08566 294.11206]],"{'size': [672, 1008], 'counts': b'jVd6e0Vd0:I4K5K6K3M4L3M4L3K5K4M4M3N1O2N100O1001O1O1O2N2N5K1O1O1O001O1O2N1N2O2L4M3L4L6J`0[OV\\V='}",0.9812073,343.0,420.5,False,False,1,8,/158-4,6,575.0,0.1222363945578231
977,8,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,2551,0.7580655885792036,[[267.04944   52.769566 310.83957  130.19623 ]],"{'size': [672, 1008], 'counts': b'\\n_5T1ac0>K5K4M2O2M2O1N2O1O1N1O2O0O2N10000001O001O1O1O2N1O1O2N1O2N2N2N2N3M3M4L3M3M6J4L5J8IanY>'}",0.97960097,288.5,580.5,False,False,1,8,/158-4,6,895.0,0.1902636054421768
978,11,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,2284,0.6043608430987731,[[265.94244 134.65619 311.4366  214.73143]],"{'size': [672, 1008], 'counts': b'Yg^55]d0f0F6L2N3L3M4L3L5C^NP]Oi1ob06N2N2N101N1000O101N2N1O2N2N1O2N4L00O1N2N2M38H5J2N2N2O2M3M4M2M4L>B4K6HnVY>'}",0.95436037,288.0,496.5,False,False,1,8,/158-4,6,727.0,0.1545493197278911
979,12,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,1426,0.8198640452162431,[[3.1935452e+02 1.5353622e-02 3.6721179e+02 4.0532871e+01]],"{'size': [672, 1008], 'counts': b'Reb63ld03N1O4L3M2N2N4K4M2N2N3M1O2N1O00001O00000000001O0000000000000000O100O2O000O100O1O1N2N2N3M3KQeT='}",0.952911,343.5,653.0,True,False,1,8,/158-4,6,1040.0,0.2210884353741496
980,13,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,3058,0.5264829191387855,[[223.28842 266.92792 282.33237 349.36807]],"{'size': [672, 1008], 'counts': b'^Xc4a0]d0:H6J4K4M2N2N2N2O1N2N2N2O1O1N101O1O01O010O2M2O1N2O0O100000O2O00O010O00O1L4I8N1009G6J0001O0000000O1M3001O1O001N3N2IjTl>'}",0.9522197,252.5,364.5,False,False,1,8,/158-4,6,463.0,0.0984268707482993
981,14,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0100000008.jpg,early_planting,gt1ra3B73,no_treatment,2371,0.6917378554948778,[[380.28375   50.951096 419.46765  137.40002 ]],"{'size': [672, 1008], 'counts': b'fhj7d04_ON7fc0R1J4L4L3N2N2M3M2O1N2M3L4M3N2O1O1O100001O001O1O2N5K1O3L3N1M3M4N1N4K6J8F:FU^R<'}",0.91244334,400.0,576.5,False,False,1,8,/158-4,6,887.0,0.188562925170068
982,1,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,2302,0.8564666242816957,[[312.32196 128.36665 356.33545 199.63504]],"{'size': [672, 1008], 'counts': b'la]69cd0=E8H5J6L3L4M2N2N2M3N2O1N1O2O1N101N10000O1001O001O001O001O1O001O1N2N3M2N3M2N3L5K7GY\\\\='}",0.99050003,333.5,507.5,False,False,2,8,/158-4,6,1256.5,0.2670068027210884
983,2,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,3189,0.8051613992980732,[[376.9408 219.1613 427.0203 309.2338]],"{'size': [672, 1008], 'counts': b'lZh7;Xd0a0E9K4L4L3I8K5L4M3N2M2O1O1O2N1N2O100O1O1O1O100000000001O1O1O2M2O1O2M2O1N2O1N1N3N2M3N2M4L4K5K6F\\fm;'}",0.9890036,401.5,405.5,False,False,2,8,/158-4,6,950.5,0.2019557823129251
984,3,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,1979,0.8701731261482629,[[350.86517 244.73349 395.20132 308.29315]],"{'size': [672, 1008], 'counts': b'\\XW7e0Vd09I6K4L3M3N2M3N1O2N2O0O2O001O0001O0010O00000001N101O1O001O1O002N1N4L3M2M3N3L4Jhoc<'}",0.9850669,371.5,395.5,False,False,2,8,/158-4,6,920.5,0.195578231292517
985,4,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,2522,0.8460918156180876,[[300.19147   26.76298  344.4719   101.346886]],"{'size': [672, 1008], 'counts': b'abU6i0Sd0:H4M4L3M2M4M3M3M2O1N2N2O0O101O0O011N1000001O000001O00001O001O1N2O1N2O3L3N2M4L4K5L7FYfc='}",0.9803816,322.0,607.5,False,False,2,8,/158-4,6,1556.5,0.3307823129251701
986,5,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,2169,0.7570962579270114,[[382.38004     1.8032295 425.46002    72.24209  ]],"{'size': [672, 1008], 'counts': b'oZm7a0\\d0b0_O5K3M3J6E:N200O100O2O000O2O00000000O100O100O1N2O1N2N2N2N2N2N2N2N2M3M4L5J8Glbn;'}",0.9782225,405.0,636.0,False,False,2,8,/158-4,6,1642.0,0.3490646258503401
987,6,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,1755,0.7507247115364434,[[376.05698 356.2803  411.673   426.248  ]],"{'size': [672, 1008], 'counts': b'\\ig7k0Pd07K3M4L3N2N2O1N2O1N2N2O1N2O1O1O1O1O1O0010O100O1O2N101N3M4L8G9G5K6Io\\W<'}",0.97361696,393.5,279.5,False,False,2,8,/158-4,6,572.5,0.1215986394557823
988,7,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,1941,0.8441617531622613,[[293.43958 253.09352 332.3347  319.5758 ]],"{'size': [672, 1008], 'counts': b'aVQ6l0Qd07K2N4L3M3L4K4M3N101O0O100000001O000000000000O100O1O2N1O2N2O1N3M3M5K;E>Anok='}",0.97114414,312.0,384.5,False,False,2,8,/158-4,6,887.5,0.188562925170068
989,8,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,2321,0.5395143222991079,[[269.56918   19.445917 314.60364  114.362404]],"{'size': [672, 1008], 'counts': b'gka5T1kc0b0_O7I3M101O01O0100O2N3L3OnMY]Oj1fb0RN^]On1jb001O1OO11N1O1O2N1O1O002N1O2N1O001O2N1O1N4M2N2M4L5K5J5K:ER[W>'}",0.97090346,292.0,604.5,False,False,2,8,/158-4,6,1547.5,0.3288690476190476
990,9,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,1882,0.872178828339823,[[357.00595   0.      397.3205   57.17388]],"{'size': [672, 1008], 'counts': b'ac[7`0[d0=E8H7I6L2O1N2O001O0000000000000000000000000000000001N101N2N1O3M2M3M4L3L5Kfn`<'}",0.96666193,377.5,643.5,False,False,2,8,/158-4,6,1664.5,0.3537414965986394
991,10,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0200000008.jpg,early_planting,gt1ra3B73,no_treatment,2505,0.6467948139655076,[[259.9318  228.76315 304.15878 314.77298]],"{'size': [672, 1008], 'counts': b'alZ53cd0j0ZO:E8C>H8N2M3M2O010O1O10O10O11N4M3L2lMV]Oo1ob0N100O1O1O1O001O1O1O1O2N1O1O1O1O2N001O1N3N2N3L7HWg]>'}",0.9491614,281.5,400.5,False,False,2,8,/158-4,6,935.5,0.198767006802721
992,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0300000008.jpg,early_planting,gt1ra3B73,no_treatment,2263,0.8388212327969358,[[309.76923 157.71721 352.0191  227.71567]],"{'size': [672, 1008], 'counts': b'dX\\6l0Qd07J4K6L3L4M2M3N1O2N2O001N101N100O1000000O100000O100O2O0O2O1N2N2N2N2O2L4K6H9I7H?_OVZ^='}",0.9919819,331.0,479.5,False,False,3,8,/158-4,6,1652.0,0.3511904761904761
993,1,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0300000008.jpg,early_planting,gt1ra3B73,no_treatment,1483,0.8454444670374375,[[269.66785   34.077507 308.98108   90.315315]],"{'size': [672, 1008], 'counts': b'bab5b0Vd0;K5L3M3N2M2O2N1O1O1O1O001O01O0000100O1O1O010N2O1O1O1N2O1N2O2M2M4M4I9_Od[OObn[>'}",0.98892844,289.5,609.0,False,False,3,8,/158-4,6,2170.0,0.4613095238095238
994,6,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0300000008.jpg,early_planting,gt1ra3B73,no_treatment,1583,0.6865024226573364,[[283.17065 163.32065 316.43176 234.22528]],"{'size': [672, 1008], 'counts': b'naj5>\\d0=F6J6J5K6I6L4M3M3N100O010O0001O1O001O1O1O2N4L8G4L5K4L4L6H5HibV>'}",0.97867876,299.0,474.0,False,False,3,8,/158-4,6,1630.0,0.3465136054421768
995,7,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0300000008.jpg,early_planting,gt1ra3B73,no_treatment,4135,0.8089838662393227,[[312.82333 256.52176 368.663   353.9338 ]],"{'size': [672, 1008], 'counts': b'eZ^6Y1dc0;G6I6L4K3M4L3N1N2N2N2N101N1O2O0O101O00000000010O01O001O001O1O001O0000001O1O1N2O1O2N1O3L4L4M4K5J7I5K6J7Ae[T='}",0.97502536,340.0,365.0,False,False,3,8,/158-4,6,1194.0,0.2538265306122449
996,9,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0300000008.jpg,early_planting,gt1ra3B73,no_treatment,2064,0.7069759725875139,[[294.50293   10.450274 333.82132   86.78464 ]],"{'size': [672, 1008], 'counts': b'mYR64hc0a0c\\OJSc0<g\\OJTc0S1N5G7M3N2N0001O2N1O2N1O1O1O001O001O00001O1O1N1O3M2N2M3N3M2O2M4L6J>A7GUXj='}",0.96158004,314.5,623.0,False,False,3,8,/158-4,6,2226.0,0.4732142857142857
997,10,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0300000008.jpg,early_planting,gt1ra3B73,no_treatment,1942,0.6956646507541306,[[391.44565 181.12038 430.96768 258.4681 ]],"{'size': [672, 1008], 'counts': b'V_Q8e0Wd06L2N3M3N1N2M4L3G9N3L3O1O1O100O100O100O1O001O0N2001O1O1N3M2N4L4J6K6H8G;Elhk;'}",0.94998413,410.0,452.0,False,False,3,8,/158-4,6,1542.0,0.3278061224489796
998,12,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0300000008.jpg,early_planting,gt1ra3B73,no_treatment,1936,0.6841900166362734,[[358.98096 175.28462 392.4436  255.30313]],"{'size': [672, 1008], 'counts': b'f^\\7o0cc0a0H7I6K5K5M3N1O2O0001O001O1O001O001O1O2M3N2N1N4M2M5J5J5J8G7K`fd<'}",0.93311495,375.0,456.0,False,False,3,8,/158-4,6,1558.0,0.3312074829931973
999,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0400000008.jpg,early_planting,gt1ra3B73,no_treatment,1300,0.8182587027224384,[[408.2248   60.78709 447.3734  112.79863]],"{'size': [672, 1008], 'counts': b'mT]85hd07I7J4L3M3N1O1N3M2N2O1O2N1O1O1O1O1O010O10O001O001N2O1O1N2N2O1N3M2N3N3L8GkR`;'}",0.9935813,428.0,585.5,False,False,4,8,/158-4,6,2661.5,0.5656887755102041
1000,2,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0400000008.jpg,early_planting,gt1ra3B73,no_treatment,2082,0.7027261085103012,[[333.16553   30.370441 372.41083  109.99635 ]],"{'size': [672, 1008], 'counts': b'XXk6b0[d06J5L5J6K3M4M2M3N3M2M2K5J7M2O1O1O1001O1O1O3M5K2N1O2M101O1O1O1O2M2N4L5J8H9DhYQ='}",0.98421997,352.5,600.5,False,False,4,8,/158-4,6,2736.5,0.5816326530612245
1001,4,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0400000008.jpg,early_planting,gt1ra3B73,no_treatment,2894,0.755235416855759,[[303.49026 216.84529 351.12238 302.59973]],"{'size': [672, 1008], 'counts': b'UgW6i0Ud09H7I7I4L5L1O2N1N2O1O2M2O1N3N1O1O1N2O001O001O1O00010O0100O101N2N2N3M2N3M3M3L4M3L4L6H8I7H;Cba_='}",0.9783378,326.5,412.0,False,False,4,8,/158-4,6,1794.0,0.3813775510204081
1002,5,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0400000008.jpg,early_planting,gt1ra3B73,no_treatment,2050,0.7370507164426007,[[384.0845    24.725702 423.5261    99.4156  ]],"{'size': [672, 1008], 'counts': b'dfl7V1gc05M3M2N2N1N2N3M2O1O2N1O1O100O100O00100O01O1N1O101N2N1O2O0O2M3N2N4cN_\\OT1lc0K4K3M3Ljko;'}",0.9722856,403.5,610.5,False,False,4,8,/158-4,6,2786.5,0.5922619047619048
1003,8,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0400000008.jpg,early_planting,gt1ra3B73,no_treatment,1481,0.8376810384760058,[[275.53625 258.1096  316.07544 314.5035 ]],"{'size': [672, 1008], 'counts': b'Y\\e5a0]d07K2M4M2N2N2N1O2N1O2N1O1O100O100O1O010O01O00001O1N101O1O1O1N3N1O2N2M3N2M2N3K7GSkU>'}",0.9638439,295.5,385.5,False,False,4,8,/158-4,6,1661.5,0.3531037414965986
1004,11,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0400000008.jpg,early_planting,gt1ra3B73,no_treatment,1007,0.800371529975062,[[354.6621  135.87662 383.55054 186.83374]],"{'size': [672, 1008], 'counts': b'VTY77cd09H7K6L3L3O1N1O1N2O2N1O1O1N2O100001O1O2M2O2L3N3L4L4L9EUPj<'}",0.95023286,368.5,510.5,False,False,4,8,/158-4,6,2286.5,0.485969387755102
1005,13,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0400000008.jpg,early_planting,gt1ra3B73,no_treatment,1140,0.8542640342148737,[[410.21442 311.90414 443.16675 362.60812]],"{'size': [672, 1008], 'counts': b'eQ^8<]d0;I4M3M3N2N1O1O1O1O1O2O0O100O010O10000O10O100O1O1O2N1N5K7G:EjSc;'}",0.9273973,426.0,333.5,False,False,4,8,/158-4,6,1401.5,0.2978316326530612
1006,14,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0400000008.jpg,early_planting,gt1ra3B73,no_treatment,1918,0.8025628771171722,[[342.47882 330.76144 381.48718 398.86655]],"{'size': [672, 1008], 'counts': b'_^Q7i0Rd06L4M3M3M2N2N2O1N2N2O2N101N1O1O101N1O010O10000O0100O011N1O3M3M3L4L5K5K5K7GoSk<'}",0.8947933,361.5,306.0,False,False,4,8,/158-4,6,1264.0,0.2687074829931973
1007,1,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0500000008.jpg,early_planting,gt1ra3B73,no_treatment,1464,0.6060773048316165,[[405.80396 250.04408 440.0289  321.78964]],"{'size': [672, 1008], 'counts': b'dgZ85dd0:I5L4M3M2M4M2O1N3N1N2O1N2N2N2M3L4M3M3O1N2N2O1O01N2N2M4I7H9G<H:EhTe;'}",0.9862278,422.0,386.0,False,False,5,8,/158-4,6,2050.0,0.4357993197278911
1008,3,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0500000008.jpg,early_planting,gt1ra3B73,no_treatment,1463,0.7848123483146666,[[310.79675 233.0276  351.55814 291.5388 ]],"{'size': [672, 1008], 'counts': b'co\\6`0\\d0:I4L2O1O1O2O2M2O1N2N2N2N100O00100O0100O1O002N1O1O1O1O001O1O1O1N3N3L6I7I5Hea_='}",0.9796606,330.5,408.5,False,False,5,8,/158-4,6,2185.0,0.4644982993197279
1009,4,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0500000008.jpg,early_planting,gt1ra3B73,no_treatment,2041,0.7905064346071088,[[334.56448 130.10736 373.93436 202.84593]],"{'size': [672, 1008], 'counts': b'Qel6>_d08H7H7J7I5L4K5L3N2N2N2O0O2O00001O000000O2O001O1O1O2M3N2M3N2N1N3M2N4L4L7H<Aglo<'}",0.9748302,354.5,504.0,False,False,5,8,/158-4,6,2758.0,0.5863095238095238
1010,5,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0500000008.jpg,early_planting,gt1ra3B73,no_treatment,1243,0.6792907167872627,[[341.63815 221.50247 375.9175  284.9722 ]],"{'size': [672, 1008], 'counts': b'VZQ78>9Xc0i0O3N1O1O2N2O010O01O0O2O0O1O1O101N1O1O1O1O1O3M2N1O2M4M2M4K6J6HfTo<'}",0.9747082,358.5,417.5,False,False,5,8,/158-4,6,2239.0,0.4759778911564626
1011,6,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/158-4~0500000008.jpg,early_planting,gt1ra3B73,no_treatment,1477,0.6558541068856937,[[378.17654   21.64952  409.2936    94.784546]],"{'size': [672, 1008], 'counts': b'chh7:^d0c0A9H7J5K5K4M3M2N2N2N100001O1O5K6J3M1O2N001N2N2L4L4L5I7J9E\\QY<'}",0.9734485,393.5,613.0,False,False,5,8,/158-4,6,3412.0,0.7253401360544217
