"...1","image_id","planting_date","genotype","treatment","pistil_area","pistil_circularity","bbox","segm","confidence","center_x","center_y","perimeter_intersect","possible_overlap","scan_position","scan_angle","plant_id","total_scans_for_sample","y_pos_all_overlapped","y_pos_all_overlapped_len_standardized","plant","pistil_count","year"
762,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",1362,0.839194334811611,"[[704.47235 120.6869  743.98126 173.3572 ]]","{'size': [672, 1008], 'counts': b'ei^>a0Zd06M2O2M3L3N2O1O1O1O2N1O2O001N10000O1O1O10O100O1N2O0O2O1N2N2O1N3M3M3M3K6JS^^5'}",0.96300364,723,525,FALSE,FALSE,3,8,"/154-8",8,1834,0.303240740740741,"gt1ra3B73_/154-8",83,24
782,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0600000008.jpg","early_planting","gt1ra3B73","no_treatment",1676,0.836125734455701,"[[276.8036  343.9458  324.76672 397.35794]]","{'size': [672, 1008], 'counts': b'bif5?^d06K5L2M3N2N2M2O2M2O2N1O1O100O1O100O100O10O10O10O1O1O1O1O1N2N2O1N2O1O1N2N2O1N2N2M3M3M4K5KXVQ>'}",0.9917748,300,301,FALSE,FALSE,6,8,"/154-8",8,1841,0.304398148148148,"gt1ra3B73_/154-8",83,21
782,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0600000008.jpg","early_planting","gt1ra3B73","no_treatment",1676,0.836125734455701,"[[276.8036  343.9458  324.76672 397.35794]]","{'size': [672, 1008], 'counts': b'bif5?^d06K5L2M3N2N2M2O2M2O2N1O1O100O1O100O100O10O10O10O1O1O1O1O1N2N2O1N2O1O1N2N2O1N2N2M3M3M4K5KXVQ>'}",0.9917748,300,301,FALSE,FALSE,6,8,"/154-8",8,1841,0.304398148148148,"gt1ra3B73_/154-8",83,24
764,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",1896,0.806466139369109,"[[331.45734 200.32266 372.29187 265.05118]]","{'size': [672, 1008], 'counts': b'[Sj6a0Yd0:I5L4K5L3M3N1N2O1O1N201N1O1O10000O100O01000O100O0100O1O2M2N2O2M2L6J5K7K5K8I8EQUQ='}",0.9915379,351.5,438.5,FALSE,FALSE,4,8,"/154-8",8,1926.5,0.318452380952381,"gt1ra3B73_/154-8",83,21
764,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",1896,0.806466139369109,"[[331.45734 200.32266 372.29187 265.05118]]","{'size': [672, 1008], 'counts': b'[Sj6a0Yd0:I5L4K5L3M3N1N2O1O1N201N1O1O10000O100O01000O100O0100O1O2M2N2O2M2L6J5K7K5K8I8EQUQ='}",0.9915379,351.5,438.5,FALSE,FALSE,4,8,"/154-8",8,1926.5,0.318452380952381,"gt1ra3B73_/154-8",83,24
783,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0600000008.jpg","early_planting","gt1ra3B73","no_treatment",2002,0.820976524571932,"[[245.88718 321.8019  287.5951  388.7306 ]]","{'size': [672, 1008], 'counts': b'jRS5P1kc08I6K5L4L3N100O1O2O000O1000000000O101O00000O2O1N1O1N3N2N101N2N3L3M3O2K6Do[O^OYd0=9JWjh>'}",0.9848658,267,315,FALSE,FALSE,6,8,"/154-8",8,1939,0.320601851851852,"gt1ra3B73_/154-8",83,21
783,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0600000008.jpg","early_planting","gt1ra3B73","no_treatment",2002,0.820976524571932,"[[245.88718 321.8019  287.5951  388.7306 ]]","{'size': [672, 1008], 'counts': b'jRS5P1kc08I6K5L4L3N100O1O2O000O1000000000O101O00000O2O1N1O1N3N2N101N2N3L3M3O2K6Do[O^OYd0=9JWjh>'}",0.9848658,267,315,FALSE,FALSE,6,8,"/154-8",8,1939,0.320601851851852,"gt1ra3B73_/154-8",83,24
770,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",1952,0.622742537577583,"[[303.9936  178.23392 337.40533 261.18555]]","{'size': [672, 1008], 'counts': b'ffW6o0kc0?C6L3K5G8M4M3N1N3N100O100001O1O2kMa]Oe1nb0O1O1N2O0O1O3M2M2O3M2M4L4L4K9WOgTh='}",0.9693504,320,452,FALSE,FALSE,4,8,"/154-8",8,1994,0.329695767195767,"gt1ra3B73_/154-8",83,21
770,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",1952,0.622742537577583,"[[303.9936  178.23392 337.40533 261.18555]]","{'size': [672, 1008], 'counts': b'ffW6o0kc0?C6L3K5G8M4M3N1N3N100O100001O1O2kMa]Oe1nb0O1O1N2O0O1O3M2M2O3M2M4L4L4K9WOgTh='}",0.9693504,320,452,FALSE,FALSE,4,8,"/154-8",8,1994,0.329695767195767,"gt1ra3B73_/154-8",83,24
753,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",2462,0.726465803520073,"[[231.94894   64.133224 278.46072  138.49097 ]]","{'size': [672, 1008], 'counts': b'Q[h41gd0i0\\O7J6K3K6K4L4H7M3N2O1N101O001O0001O1O1O2N2N4L001O000000O1O00100:F1O0O3N1O1N2O2L3N3M4M5J:Ccnn>'}",0.9888833,254.5,570.5,FALSE,FALSE,3,8,"/154-8",8,2016,0.333333333333333,"gt1ra3B73_/154-8",83,21
753,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",2462,0.726465803520073,"[[231.94894   64.133224 278.46072  138.49097 ]]","{'size': [672, 1008], 'counts': b'Q[h41gd0i0\\O7J6K3K6K4L4H7M3N2O1N101O001O0001O1O1O2N2N4L001O000000O1O00100:F1O0O3N1O1N2O2L3N3M4M5J:Ccnn>'}",0.9888833,254.5,570.5,FALSE,FALSE,3,8,"/154-8",8,2016,0.333333333333333,"gt1ra3B73_/154-8",83,24
752,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",2268,0.856010945297129,"[[255.35938   60.336212 298.05014  130.61183 ]]","{'size': [672, 1008], 'counts': b'`RX5j0Td07J5K2M5L2N1O2N3M3M3N3M000O1O10000O10000000000000000000O2O1N1O2M2O3M2N2M4K4L5K5L5Ibka>'}",0.98913026,276.5,575,FALSE,FALSE,3,8,"/154-8",8,2034,0.336309523809524,"gt1ra3B73_/154-8",83,21
793,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0700000008.jpg","early_planting","gt1ra3B73","no_treatment",1964,0.884379182350644,"[[258.04822 350.84125 300.69485 413.9952 ]]","{'size': [672, 1008], 'counts': b'nZZ5h0Rd08J5M3N2M2O2N2N1O1O2N100O10000O10000O1000000O01000O10O100O1O2N1O2N2M4M2N2M4L4I:EbX`>'}",0.97453123,279,287.5,FALSE,FALSE,7,8,"/154-8",8,2034,0.336309523809524,"gt1ra3B73_/154-8",83,21
752,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",2268,0.856010945297129,"[[255.35938   60.336212 298.05014  130.61183 ]]","{'size': [672, 1008], 'counts': b'`RX5j0Td07J5K2M5L2N1O2N3M3M3N3M000O1O10000O10000000000000000000O2O1N1O2M2O3M2N2M4K4L5K5L5Ibka>'}",0.98913026,276.5,575,FALSE,FALSE,3,8,"/154-8",8,2034,0.336309523809524,"gt1ra3B73_/154-8",83,24
793,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0700000008.jpg","early_planting","gt1ra3B73","no_treatment",1964,0.884379182350644,"[[258.04822 350.84125 300.69485 413.9952 ]]","{'size': [672, 1008], 'counts': b'nZZ5h0Rd08J5M3N2M2O2N2N1O1O2N100O10000O10000O1000000O01000O10O100O1O2N1O2N2M4M2N2M4L4I:EbX`>'}",0.97453123,279,287.5,FALSE,FALSE,7,8,"/154-8",8,2034,0.336309523809524,"gt1ra3B73_/154-8",83,24
755,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",2010,0.691981458537966,"[[302.7654   51.26529 339.09793 130.71756]]","{'size': [672, 1008], 'counts': b'[bW6l0Rd0b0^O5K4M2M3M3M3H7O2N101O01O1O7I1O2N001O001O1N101N1O3M1N4M2N3M2M4K6Ibcg='}",0.98213744,320.5,581,FALSE,FALSE,3,8,"/154-8",8,2058,0.340277777777778,"gt1ra3B73_/154-8",83,21
755,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",2010,0.691981458537966,"[[302.7654   51.26529 339.09793 130.71756]]","{'size': [672, 1008], 'counts': b'[bW6l0Rd0b0^O5K4M2M3M3M3H7O2N101O01O1O7I1O2N001O001O1N101N1O3M1N4M2N3M2M4K6Ibcg='}",0.98213744,320.5,581,FALSE,FALSE,3,8,"/154-8",8,2058,0.340277777777778,"gt1ra3B73_/154-8",83,24
761,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",2015,0.639709122244039,"[[327.1959    51.559658 366.3619   132.21082 ]]","{'size': [672, 1008], 'counts': b'^[g6>Yd0:M2N2N3M2N3M3N3J4N1O2N2M3N2N2N3M2L4M3N2O001O1O1O0010N2N2O2N1N3N2M4J7I;nNk\\ODY`V='}",0.9647441,346,581.5,FALSE,FALSE,3,8,"/154-8",8,2060,0.340608465608466,"gt1ra3B73_/154-8",83,21
761,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",2015,0.639709122244039,"[[327.1959    51.559658 366.3619   132.21082 ]]","{'size': [672, 1008], 'counts': b'^[g6>Yd0:M2N2N3M2N3M3N3J4N1O2N2M3N2N2N3M2L4M3N2O001O1O1O0010N2N2O2N1N3N2M4J7I;nNk\\ODY`V='}",0.9647441,346,581.5,FALSE,FALSE,3,8,"/154-8",8,2060,0.340608465608466,"gt1ra3B73_/154-8",83,24
771,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",1725,0.649042636403032,"[[183.48575 123.42584 232.4832  192.8153 ]]","{'size': [672, 1008], 'counts': b'okh3e0[d04L3M3N0O3N1N2O001N1O2O001N2O1O001N101O1O001N0101N100O1O1O1O2N2N2N2N2N1N3N1O2M2O1O2M2O2M3N4K5K\\Rm?'}",0.95816606,207.5,513,FALSE,FALSE,4,8,"/154-8",8,2299,0.380125661375661,"gt1ra3B73_/154-8",83,21
771,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",1725,0.649042636403032,"[[183.48575 123.42584 232.4832  192.8153 ]]","{'size': [672, 1008], 'counts': b'okh3e0[d04L3M3N0O3N1N2O001N1O2O001N2O1O001N101O1O001N0101N100O1O1O1O2N2N2N2N2N1N3N1O2M2O1O2M2O2M3N4K5K\\Rm?'}",0.95816606,207.5,513,FALSE,FALSE,4,8,"/154-8",8,2299,0.380125661375661,"gt1ra3B73_/154-8",83,24
778,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0500000008.jpg","early_planting","gt1ra3B73","no_treatment",1617,0.731127390103764,"[[176.88995 203.497   216.1769  271.10706]]","{'size': [672, 1008], 'counts': b'mee3a0[d09H6L4L3L4M3M5L4L2N2N2O00O00100O1O002N1O1O1O2N3M4L3L3N1O1O2M3N2M3M3M4L6HW`W`0'}",0.9776955,197,433,FALSE,FALSE,5,8,"/154-8",8,2332,0.385582010582011,"gt1ra3B73_/154-8",83,21
778,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0500000008.jpg","early_planting","gt1ra3B73","no_treatment",1617,0.731127390103764,"[[176.88995 203.497   216.1769  271.10706]]","{'size': [672, 1008], 'counts': b'mee3a0[d09H6L4L3L4M3M5L4L2N2N2O00O00100O1O002N1O1O1O2N3M4L3L3N1O1O2M3N2M3M3M4L6HW`W`0'}",0.9776955,197,433,FALSE,FALSE,5,8,"/154-8",8,2332,0.385582010582011,"gt1ra3B73_/154-8",83,24
759,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",1691,0.842541525271758,"[[189.87164   0.      239.93451  46.32629]]","{'size': [672, 1008], 'counts': b'Qfl3;dd03N3M1O2N2N1O1O1O2N1O2N1O1O2N1O1O1O1O1O1O1O1O001O001O00001O0001O000000001O001O1O1O1N3N2M3N3L4L8HXdh?'}",0.9699055,214,650,TRUE,FALSE,3,8,"/154-8",8,2334,0.385912698412698,"gt1ra3B73_/154-8",83,21
759,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",1691,0.842541525271758,"[[189.87164   0.      239.93451  46.32629]]","{'size': [672, 1008], 'counts': b'Qfl3;dd03N3M1O2N2N1O1O1O2N1O2N1O1O2N1O1O1O1O1O1O1O1O001O001O00001O0001O000000001O001O1O1O1N3N2M3N3L4L8HXdh?'}",0.9699055,214,650,TRUE,FALSE,3,8,"/154-8",8,2334,0.385912698412698,"gt1ra3B73_/154-8",83,24
758,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",1170,0.845857597447588,"[[225.32956    0.       268.37833   35.866478]]","{'size': [672, 1008], 'counts': b'QZd48hd06I101O2N1O2N2N1O1O2N2N2N2N1O001O000000000000000000000000O10000O2O0O2O2M2N4M2L4M4JdcU?'}",0.97481763,246.5,655,TRUE,FALSE,3,8,"/154-8",8,2354,0.389219576719577,"gt1ra3B73_/154-8",83,21
758,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0300000008.jpg","early_planting","gt1ra3B73","no_treatment",1170,0.845857597447588,"[[225.32956    0.       268.37833   35.866478]]","{'size': [672, 1008], 'counts': b'QZd48hd06I101O2N1O2N2N1O1O2N2N2N2N1O001O000000000000000000000000O10000O2O0O2O2M2N4M2L4M4JdcU?'}",0.97481763,246.5,655,TRUE,FALSE,3,8,"/154-8",8,2354,0.389219576719577,"gt1ra3B73_/154-8",83,24
765,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",2314,0.717630567453114,"[[223.61957 102.35292 264.14264 185.37921]]","{'size': [672, 1008], 'counts': b'Zic4k0Pd09I5L3M5K4M2L5L3I6M4M3N101N101O00000001O1O001O1N2O2N2N3L6K3L4M4K4L5K5J9G\\]Y?'}",0.99093366,243,527.5,FALSE,FALSE,4,8,"/154-8",8,2371.5,0.392030423280423,"gt1ra3B73_/154-8",83,21
765,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",2314,0.717630567453114,"[[223.61957 102.35292 264.14264 185.37921]]","{'size': [672, 1008], 'counts': b'Zic4k0Pd09I5L3M5K4M2L5L3I6M4M3N101N101O00000001O1O001O1N2O2N2N3L6K3L4M4K4L5K5J9G\\]Y?'}",0.99093366,243,527.5,FALSE,FALSE,4,8,"/154-8",8,2371.5,0.392030423280423,"gt1ra3B73_/154-8",83,24
777,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0500000008.jpg","early_planting","gt1ra3B73","no_treatment",2451,0.616376629472347,"[[207.61179 171.28764 245.48274 266.64246]]","{'size': [672, 1008], 'counts': b'lfX4h0Pd0?F3M4M2N3M4M3L3N3L4K4@`0N2O0O2O000001O1O1O2N5K4L2N2N2M2O3L3N3L4L4K6J8Ge0mNT`d?'}",0.9795457,226,452.5,FALSE,FALSE,5,8,"/154-8",8,2449,0.404927248677249,"gt1ra3B73_/154-8",83,21
777,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0500000008.jpg","early_planting","gt1ra3B73","no_treatment",2451,0.616376629472347,"[[207.61179 171.28764 245.48274 266.64246]]","{'size': [672, 1008], 'counts': b'lfX4h0Pd0?F3M4M2N3M4M3L3N3L4K4@`0N2O0O2O000001O1O1O2N5K4L2N2N2M2O3L3N3L4L4K6J8Ge0mNT`d?'}",0.9795457,226,452.5,FALSE,FALSE,5,8,"/154-8",8,2449,0.404927248677249,"gt1ra3B73_/154-8",83,24
779,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0500000008.jpg","early_planting","gt1ra3B73","no_treatment",1985,0.717400344001251,"[[266.32886 164.64627 303.6938  240.45842]]","{'size': [672, 1008], 'counts': b'iQ`5b0[d0:F8J6I7J6J4K4K5M2N1O2O0010O2N2N2N1O001O1O002M101O1N2O2N1O2M2M5L6Ie0ZO]^^>'}",0.9717652,285,469.5,FALSE,FALSE,5,8,"/154-8",8,2551,0.421792328042328,"gt1ra3B73_/154-8",83,21
779,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0500000008.jpg","early_planting","gt1ra3B73","no_treatment",1985,0.717400344001251,"[[266.32886 164.64627 303.6938  240.45842]]","{'size': [672, 1008], 'counts': b'iQ`5b0[d0:F8J6I7J6J4K4K5M2N1O2O0010O2N2N2N1O001O1O002M101O1N2O2N1O2M2M5L6Ie0ZO]^^>'}",0.9717652,285,469.5,FALSE,FALSE,5,8,"/154-8",8,2551,0.421792328042328,"gt1ra3B73_/154-8",83,24
780,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0500000008.jpg","early_planting","gt1ra3B73","no_treatment",2267,0.658313694833527,"[[297.86005 155.06458 341.72784 240.88788]]","{'size': [672, 1008], 'counts': b'cRU6e0Wd06J6L3M3M3M2O2M2O1O1O2N1O1O100O100N2F:M201N2O1N2O0O20O00001O1N3M3L4K5M4L5I9He0ZO:DQae='}",0.97163016,320,472.5,FALSE,FALSE,5,8,"/154-8",8,2569,0.424768518518518,"gt1ra3B73_/154-8",83,21
780,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0500000008.jpg","early_planting","gt1ra3B73","no_treatment",2267,0.658313694833527,"[[297.86005 155.06458 341.72784 240.88788]]","{'size': [672, 1008], 'counts': b'cRU6e0Wd06J6L3M3M3M2O2M2O1O1O2N1O1O100O100N2F:M201N2O1N2O0O20O00001O1N3M3L4K5M4L5I9He0ZO:DQae='}",0.97163016,320,472.5,FALSE,FALSE,5,8,"/154-8",8,2569,0.424768518518518,"gt1ra3B73_/154-8",83,24
769,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",2363,0.82656295892302,"[[279.9058   56.67644 323.54965 129.6966 ]]","{'size': [672, 1008], 'counts': b'\\jg5h0Ud06J5L3M4M2N3M4L4M3L3N1N3N2O0O010O000001O1O001O001O001O001O1O1N2O1O1O2N1O2N2M3M2N3M3K\\^Q>'}",0.9787087,301,578,FALSE,FALSE,4,8,"/154-8",8,2624,0.433862433862434,"gt1ra3B73_/154-8",83,21
769,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0400000008.jpg","early_planting","gt1ra3B73","no_treatment",2363,0.82656295892302,"[[279.9058   56.67644 323.54965 129.6966 ]]","{'size': [672, 1008], 'counts': b'\\jg5h0Ud06J5L3M4M2N3M4L4M3L3N1N3N2O0O010O000001O1O001O001O001O001O1O1N2O1O1O2N1O2N2M3M2N3M3K\\^Q>'}",0.9787087,301,578,FALSE,FALSE,4,8,"/154-8",8,2624,0.433862433862434,"gt1ra3B73_/154-8",83,24
788,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0600000008.jpg","early_planting","gt1ra3B73","no_treatment",2564,0.729050358293603,"[[230.0001  209.29013 272.2458  294.02356]]","{'size': [672, 1008], 'counts': b'fVg45^d0d0C8H7K4K5M3M3M3N2N2O1O1N2O1M3N2N2O002N1O100000000001O001O1O001O1O1N3N2M2N3J7J9_Nn^S?'}",0.9684171,250,418.5,FALSE,FALSE,6,8,"/154-8",8,2663.5,0.440310846560847,"gt1ra3B73_/154-8",83,21
788,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0600000008.jpg","early_planting","gt1ra3B73","no_treatment",2564,0.729050358293603,"[[230.0001  209.29013 272.2458  294.02356]]","{'size': [672, 1008], 'counts': b'fVg45^d0d0C8H7K4K5M3M3M3N2N2O1O1N2O1M3N2N2O002N1O100000000001O001O1O001O1O1N3N2M2N3J7J9_Nn^S?'}",0.9684171,250,418.5,FALSE,FALSE,6,8,"/154-8",8,2663.5,0.440310846560847,"gt1ra3B73_/154-8",83,24
786,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0600000008.jpg","early_planting","gt1ra3B73","no_treatment",1503,0.793032895927375,"[[268.57013 215.7301  302.5911  279.32867]]","{'size': [672, 1008], 'counts': b'o]a5>]d08G8H7K6L3N1N2O2N1O1O1O100O100O100O1000O10000O2O1O1N3M2N8G8Ee0YOWR_>'}",0.9786769,285.5,422.5,FALSE,FALSE,6,8,"/154-8",8,2691.5,0.444940476190476,"gt1ra3B73_/154-8",83,21
786,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0600000008.jpg","early_planting","gt1ra3B73","no_treatment",1503,0.793032895927375,"[[268.57013 215.7301  302.5911  279.32867]]","{'size': [672, 1008], 'counts': b'o]a5>]d08G8H7K6L3N1N2O2N1O1O1O100O100O100O1000O10000O2O1O1N3M2N8G8Ee0YOWR_>'}",0.9786769,285.5,422.5,FALSE,FALSE,6,8,"/154-8",8,2691.5,0.444940476190476,"gt1ra3B73_/154-8",83,24
795,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0800000008.jpg","early_planting","gt1ra3B73","no_treatment",1905,0.774742361672885,"[[370.48163 281.5877  414.29108 349.09518]]","{'size': [672, 1008], 'counts': b'`ic77ed05J6K5L4M2N2M3N3M2N2N2N2O1N1O2O1N2O1O1O1O1O1O100O2N100O100001N2N2O1M3O2M2L5L6J9H9G4JU`U<'}",0.9463045,392,355.5,FALSE,FALSE,8,8,"/154-8",8,2933.5,0.484953703703704,"gt1ra3B73_/154-8",83,21
795,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0800000008.jpg","early_planting","gt1ra3B73","no_treatment",1905,0.774742361672885,"[[370.48163 281.5877  414.29108 349.09518]]","{'size': [672, 1008], 'counts': b'`ic77ed05J6K5L4M2N2M3N3M2N2N2N2O1N1O2O1N2O1O1O1O1O1O100O2N100O100001N2N2O1M3O2M2L5L6J9H9G4JU`U<'}",0.9463045,392,355.5,FALSE,FALSE,8,8,"/154-8",8,2933.5,0.484953703703704,"gt1ra3B73_/154-8",83,24
792,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-8~0700000008.jpg","early_planting","gt1ra3B73","no_treatment",1707,0.791644227684472,"[[315.46402 234.36118 363.45673 294.98898]]","{'size': [672, 1008], 'counts': b'^n`6?]d06M3L2O2N2M2O2M2O2N1O1O1N2O1N2O1O1N2O001O0010O001O001M201N2O100O1O1O1O1N2N2N3M2M5M3K5JafW='}",0.98634326,339.5,408,FALSE,FALSE,7,8,"/154-8",8,2998,0.495701058201058,"gt1ra3B73_/154-8",83,21
