"","row_labels","PC1","PC2","PC3","PC4","...1","Unnamed: 0","image_id","planting_date","genotype","treatment","pistil_area","pistil_circularity","bbox","segm","confidence","center_x","center_y","perimeter_intersect","possible_overlap","scan_position","scan_angle","plant_id","total_scans_for_sample","y_pos_all_overlapped","y_pos_all_overlapped_len_standardized","mask_id","year","plant"
"520","mask_1239_12",3.04542490200065,1.27247175558238,-4.07025774198515,0.747177999942964,1239,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0500000008.jpg","late_planting","gt1ra3B73","defoliated","1427","0.742589410833714","[[530.4166  331.6844  561.08954 400.0052 ]]","{'size': [672, 1008], 'counts': b'Zjl:k0Rd06K4L3N3L3M3N1N2O1N2O1N2N2O1O1O10O102N1N3M2N2N2M4K4K7I9FReU9'}","0.9394292","545.0","305.0","False","False","05","08","282-8","09","1564.0","0.23273809523809524","mask_1239",24,"gt1ra3B73_282-8"
"521","mask_124_1",-1.67943926363776,-1.00905819937443,0.521109176388665,0.154908583950251,124,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-5~0000000008.jpg","early_planting","gt1ra3B73","defoliated","3309","0.798031934401441","[[365.11774 296.46832 415.98364 384.03006]]","{'size': [672, 1008], 'counts': b'P``78bd0m0WO4L3N3M4L5K5J7J4L3N2M2N2N2O001N1O10000000001O00000001O1O0O2O1O1O1N2O1N2O1N3M3M3M5K6J5K6H;E`TV<'}","0.9897905","389","332","FALSE","FALSE","0","8","154-5","3","332","0.123511904761905","mask_124",21,"gt1ra3B73_154-5"
"522","mask_124_12",1.43297718560294,-0.680091296547323,0.0903976918141676,-0.135354658411932,124,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/defoliated/gt1ra3_266-2~0300000008.jpg","early_planting","gt1ra3B73","defoliated","3636","0.7341105592183336","[[486.0759  202.5751  547.55554 290.98376]]","{'size': [672, 1008], 'counts': b'^_P:a0[d09I6J5J6J4DeNo\\O^1lb0hNQ]O\\1jb0`0M3M3N1N2O1O1O2N001O0001O01O0001O010O1O1N3N1O2N2M3N1N201N1O1O1O1O1O2N2N2N2N001N2O2N1O7H6J1O1O10O02N2NTY^9'}","0.89924705","517.0","425.5","False","False","03","08","266-2","05","1436.0","0.35615079365079366","mask_124",24,"gt1ra3B73_266-2"
"523","mask_1240_1",4.19854112925815,0.115582109151216,0.941645803843406,0.259000160201404,1240,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1560","0.704505101350972","[[385.56796   82.067604 418.8621   151.71745 ]]","{'size': [672, 1008], 'counts': b'aRn7k0Pd09I5L4L3M3N2M2O2M2M3N2O1N2000000002N1N8I2N2M2N2M3L5K4L5L5I6IeRS<'}","0.983116","402","554","FALSE","FALSE","7","8","405-1","9","4166","0.619940476190476","mask_1240",21,"gt1ra3B73_405-1"
"524","mask_1240_12",2.03002063172254,-0.0122368623629978,2.29430625487066,1.51680259840016,1240,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0500000008.jpg","late_planting","gt1ra3B73","defoliated","1443","0.6222355591141459","[[395.94257 127.16825 432.7459  197.987  ]]","{'size': [672, 1008], 'counts': b'UeT8>ad07I5K?A5L2N2N2N2N2O01O01O010O01O001O1N2O1N2N3M2N2N2N3M3M3M3M2M4L8F\\_j;'}","0.9280908","413.5","509.5","False","False","05","08","282-8","09","2791.0","0.415327380952381","mask_1240",24,"gt1ra3B73_282-8"
"525","mask_1241_1",1.37146193703276,-0.760048567168641,-2.16364856582288,-0.482640009735388,1241,6,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0700000008.jpg","late_planting","gt1ra3B73","defoliated","2176","0.809587912440039","[[334.2279  272.50238 377.08563 344.55212]]","{'size': [672, 1008], 'counts': b'bTl6g0Rd0<I4L4L3N2M4M1O2M2O101N1O1O1O100O100O1O10O01O1O0100O100N2O2N2L4L5L3N2M4L4K5K6I9CP_n<'}","0.9820987","355","363","FALSE","FALSE","7","8","405-1","9","2638","0.392559523809524","mask_1241",21,"gt1ra3B73_405-1"
"526","mask_1241_12",-2.36677949270697,-4.04535421001189,-2.15254521007361,2.49149307350362,1241,9,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0500000008.jpg","late_planting","gt1ra3B73","defoliated","1749","0.6242386201067939","[[501.78354 326.58652 535.79095 401.60614]]","{'size': [672, 1008], 'counts': b'RiY:e0Wd062ON1N2N2M4L5J7H4L3N3N2K4O1O1O1O1O1O1O10000O10O1O2N1N3M3N3I8Ho0nNlQf9'}","0.91701007","518.0","307.0","False","False","05","08","282-8","09","1576.0","0.23452380952380952","mask_1241",24,"gt1ra3B73_282-8"
"527","mask_1242_1",3.05030095202653,3.5094252770103,-2.83112144899103,-2.72749187377282,1242,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1685","0.76950232302081","[[360.11606 156.60307 396.98447 225.07544]]","{'size': [672, 1008], 'counts': b'_R]7d0Xd08J5L5J6K4L5J3N3M2N2O0102M1O100O001O001O1O001O1O0O2N2O1M3N2M4L4K7H\\Sb<'}","0.9815283","377.5","481","FALSE","FALSE","7","8","405-1","9","3582","0.533035714285714","mask_1242",21,"gt1ra3B73_405-1"
"528","mask_1242_12",5.35086516932321,1.56941921590029,-0.387983056754769,-0.817303015757877,1242,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0600000008.jpg","late_planting","gt1ra3B73","defoliated","2381","0.6227362914278807","[[500.7824   89.62108 537.90533 184.88   ]]","{'size': [672, 1008], 'counts': b'amX:b0Rd0b0E9H6K6I5G9G9L3O2N1O2N2O0001O2N5L2M2N3L3N2N1O2M3N2M2N3N1O1N3M2N4K4L6H;^OjYd9'}","0.9836114","519.0","533.0","False","False","06","08","282-8","09","3465.0","0.515625","mask_1242",24,"gt1ra3B73_282-8"
"529","mask_1243_1",3.50710429589933,-1.97604509360186,-1.37713636967367,0.57275450522587,1243,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1191","0.574554034539841","[[414.1228  307.48456 444.55978 375.14032]]","{'size': [672, 1008], 'counts': b']Q`83id09H4L4L3N2L4K5M3N2N2N2N2N2M3N2N101N101N10O10000N3J5K6K6I9C`ja;'}","0.98092914","428.5","330","FALSE","FALSE","7","8","405-1","9","2374","0.353273809523809","mask_1243",21,"gt1ra3B73_405-1"
"530","mask_1243_12",2.78306455480054,1.53729060344842,-3.24392557659274,1.13234280842651,1243,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0600000008.jpg","late_planting","gt1ra3B73","defoliated","1366","0.7162356098582884","[[520.9542  341.9755  555.40656 403.44794]]","{'size': [672, 1008], 'counts': b'nXf:b0Zd06K3N3L3N2M3K5M3N2N2O1O100O1O1O1O1O01O01O01N2M3N3M5J6K4L4L3L5J6DRcY9'}","0.975609","537.0","299.0","False","False","06","08","282-8","09","1827.0","0.271875","mask_1243",24,"gt1ra3B73_282-8"
"531","mask_1244_1",0.56316589049256,-0.139509118509819,0.107382173066784,0.247117437631747,1244,10,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1314","0.777404440119391","[[316.60394 287.33044 347.08276 346.64267]]","{'size': [672, 1008], 'counts': b'kZ`6b0Td0>I6K3M3M3M3M3O0O2O000000010OO2O1O1O1O1O1O3L3N2N3M4K5K5J;Ck^a='}","0.9743439","331.5","353.5","FALSE","FALSE","7","8","405-1","9","2562","0.38125","mask_1244",21,"gt1ra3B73_405-1"
"532","mask_1244_12",0.478018785257378,2.35800393082157,-0.720537728762097,0.894557898687641,1244,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0600000008.jpg","late_planting","gt1ra3B73","defoliated","1049","0.7164935620075716","[[546.29456 362.6342  579.5679  418.33215]]","{'size': [672, 1008], 'counts': b'_[W;;bd06L2N3L2N2O1O1N2O1N2N2N2N2N101O1N1000000000O1O2N2O1O1N2N5L2K7FcUi8'}","0.9507981","562.5","282.0","False","False","06","08","282-8","09","1708.0","0.25416666666666665","mask_1244",24,"gt1ra3B73_282-8"
"533","mask_1245_1",-3.45873177776904,-0.449188359258403,1.35674800869479,-2.23330056659816,1245,12,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1004","0.854690900783707","[[384.28708 181.41728 414.256   228.75577]]","{'size': [672, 1008], 'counts': b'fVl72ed0>G5M3L3N3M2N3M2N3O0O2O0000001OO1000000O1O2N1O2O1M3N3M3L:EjcU<'}","0.947911","398.5","466","FALSE","FALSE","7","8","405-1","9","3462","0.515178571428571","mask_1245",21,"gt1ra3B73_405-1"
"534","mask_1245_12",-9.54396709619512,-3.08905466114243,-3.64782227568247,-3.43189054378379,1245,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0600000008.jpg","late_planting","gt1ra3B73","defoliated","1647","0.6082207241477496","[[454.2365  310.8675  487.72943 378.89493]]","{'size': [672, 1008], 'counts': b'cmZ9k0Qd07J5L3L5K5K4M3M2O1001O2N2N2N2M3N1O1N10N1N2O2O0O011N11N2O2L3N3M8EQnd:'}","0.9324631","471.0","325.5","False","False","06","08","282-8","09","2012.5","0.2994047619047619","mask_1245",24,"gt1ra3B73_282-8"
"535","mask_1246_1",0.794524730996178,-5.25095711122883,3.48090162684994,-1.48247836686839,1246,13,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1353","0.60427383620461","[[386.53857 307.43237 412.6859  379.1126 ]]","{'size': [672, 1008], 'counts': b']Yn7Q1lc05K5L4L3M3M3N2M3O0O2N100O1N200O1O10O010O2RNZ]OO2P1dc0K6I9GZiV<'}","0.9246951","399","329.5","FALSE","FALSE","7","8","405-1","9","2370","0.352678571428571","mask_1246",21,"gt1ra3B73_405-1"
"536","mask_1246_12",-4.24012505405559,-1.2123950275713,0.26963751817794,3.83035338326853,1246,9,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0600000008.jpg","late_planting","gt1ra3B73","defoliated","1442","0.7680758695547774","[[533.4919      1.4269079 566.3128     58.881092 ]]","{'size': [672, 1008], 'counts': b'fSo:h0nc0?I9F3O2M200O100O1000000000O1000000O1O1O1N2N2M4N1N3L7J8F;D`fR9'}","0.9245557","549.5","642.0","False","False","06","08","282-8","09","4228.0","0.6291666666666667","mask_1246",24,"gt1ra3B73_282-8"
"537","mask_1247_1",-2.22897712661653,2.87054724809346,-2.34985499766271,-1.2749061019761,1247,14,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0700000008.jpg","late_planting","gt1ra3B73","defoliated","663","0.866766953585643","[[325.6837     0.       356.56128   27.863747]]","{'size': [672, 1008], 'counts': b'Qcf6`0_d05L2N1O1O001O001O000000000000000000O100O1O1O1N2N2N2L4K5MSl[='}","0.8865979","341","659","TRUE","FALSE","7","8","405-1","9","5006","0.744940476190476","mask_1247",21,"gt1ra3B73_405-1"
"538","mask_1247_12",-2.99146023437972,3.26632101244918,-0.198451108600826,-0.314189992145772,1247,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1479","0.8808802115159199","[[410.95053    0.       449.6078    48.038486]]","{'size': [672, 1008], 'counts': b'_\\^8?]d06K4K6L3N2O1N2O1O1O001O1O001O00001O001O00001O00000001O00001O1O3M3L3M3N6I^j^;'}","0.9893014","430.0","649.0","True","False","07","08","282-8","09","4926.0","0.7330357142857142","mask_1247",24,"gt1ra3B73_282-8"
"539","mask_1248_1",1.24108469666371,-3.89752328777818,2.41574702043456,-0.8868752992567,1248,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1638","0.665710413091837","[[324.07523 141.2182  353.49457 212.96806]]","{'size': [672, 1008], 'counts': b'mid62]d0T1XO7I5N2M3M4N1N2O1O1O1O1O100O1O100O100001O2N4L5K4K7I7Ii0UOPe]='}","0.9912009","338","494.5","FALSE","FALSE","8","8","405-1","9","4184.5","0.622619047619048","mask_1248",21,"gt1ra3B73_405-1"
"540","mask_1248_12",-1.84159509865262,1.03207296521275,1.13082881224757,-1.8865243655386,1248,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1347","0.8299521064546548","[[480.69943 168.8933  514.56244 224.2753 ]]","{'size': [672, 1008], 'counts': b'e_l9`0^d09G6K5K4L3M2N1O2O0O2O000O20O0000010O0010O01N2O2M2N2M4L4L4L5J6IVPT:'}","0.98593694","497.5","476.5","False","False","07","08","282-8","09","3546.0","0.5276785714285714","mask_1248",24,"gt1ra3B73_282-8"
"541","mask_1249_1",1.03078343471783,3.02132051118985,1.14382347317479,0.807084298301414,1249,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1216","0.716048654688656","[[373.64398  112.795425 399.84558  176.86914 ]]","{'size': [672, 1008], 'counts': b'Pbe7S1ic0:H4L4M3M1O2O001O01O1O001O1O2M2O2N2M3M2M4K4L6H8Hi`_<'}","0.9870755","386","525.5","FALSE","FALSE","8","8","405-1","9","4463.5","0.664136904761905","mask_1249",21,"gt1ra3B73_405-1"
"542","mask_1249_12",2.69174375250913,-1.29045268243397,2.33044655614187,1.23137908610677,1249,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1661","0.5965492721571123","[[459.81897 341.32578 491.55902 421.42847]]","{'size': [672, 1008], 'counts': b'XX^9>\\d0<G5L4L4M2M2N3N1O2M2O1O1O1O1O1O1N1D=O000O11O0O2O1O1O1N2M5I7gNl\\O>\\ac:'}","0.9794621","475.0","290.0","False","False","07","08","282-8","09","2054.0","0.30565476190476193","mask_1249",24,"gt1ra3B73_282-8"
"543","mask_125_1",-3.19687412681696,-0.854976115622222,-0.389152396691346,-0.136031332635618,125,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-5~0000000008.jpg","early_planting","gt1ra3B73","defoliated","2442","0.667160572942277","[[445.20343  68.99269 485.97235 149.0707 ]]","{'size': [672, 1008], 'counts': b'eTT9i0Pd0:L2L3N3M2M3N2M3M3N2M3B=102N3LO200000001O1N101O000O100000O1O2N2N2M3L5K4K7J6I6J;AY_f:'}","0.98690516","465","562.5","FALSE","FALSE","0","8","154-5","3","562.5","0.209077380952381","mask_125",21,"gt1ra3B73_154-5"
"544","mask_125_12",2.11341760011953,-1.89205342081201,0.126690132505102,-0.642728928707054,125,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/defoliated/gt1ra3_266-2~0400000008.jpg","early_planting","gt1ra3B73","defoliated","1293","0.7563570447701052","[[617.7962  292.59448 646.9344  353.7615 ]]","{'size': [672, 1008], 'counts': b'Ple<c0Xd08L3J6L4M3L3N2M2O2M200O1O1O100O100001O1O2M3M4K4L3K6I7I=@Yc\\7'}","0.9648464","632.0","348.5","False","False","04","08","266-2","05","1476.5","0.36607142857142855","mask_125",24,"gt1ra3B73_266-2"
"545","mask_1250_1",2.07559296698379,-1.90541060912124,1.16117639519081,-0.501145091836532,1250,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1324","0.645322672796908","[[371.7967  357.68768 398.84827 429.68497]]","{'size': [672, 1008], 'counts': b'n_d7i0Sd0>C8I4L3M3M3N2N2N100O1O2O02N2M2O3M:F2M3M3M3M4K7I;B`m_<'}","0.9794997","384.5","276.5","FALSE","FALSE","8","8","405-1","9","2222.5","0.330654761904762","mask_1250",21,"gt1ra3B73_405-1"
"546","mask_1250_12",4.43247997539618,3.38765830980408,-1.38949830186287,2.97160667372298,1250,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1806","0.7219838198529342","[[535.5171  362.8966  571.7422  440.52383]]","{'size': [672, 1008], 'counts': b'fTP;b0Wd0=G8I6K2M2O1N2O1O1O1N2O1N2L4N2N2O1O1001N2N3M3M3K5M2N3N1O2M3N2M2M4M2Kj\\n8'}","0.9653998","553.0","267.5","False","False","07","08","282-8","09","1874.0","0.2788690476190476","mask_1250",24,"gt1ra3B73_282-8"
"547","mask_1251_1",3.39931969941276,-2.42917750527521,0.123038017762236,0.167836351869152,1251,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0800000008.jpg","late_planting","gt1ra3B73","defoliated","988","0.625277465959557","[[411.45013 277.82495 438.06244 341.28525]]","{'size': [672, 1008], 'counts': b'Wf^89dd05L3L4K5J5M3M3N2N2N2N2N2O1N2O1N101O00O2N1O2L5J6Ia0ZORie;'}","0.97731733","424.5","360","FALSE","FALSE","8","8","405-1","9","2974","0.442559523809524","mask_1251",21,"gt1ra3B73_405-1"
"548","mask_1251_12",5.2736128812159,2.69542813728432,-0.733770021883479,2.07620806519713,1251,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0700000008.jpg","late_planting","gt1ra3B73","defoliated","2000","0.6253880627002556","[[498.688     12.017895 534.9005    97.929054]]","{'size': [672, 1008], 'counts': b'TaW:a0Qd0d0F6K4M4M2N1O2N1O1O1O1N2O1N2M3K5K5M30O10001O1N3L5K6J9F8J1N2N2N3L4M4IiPg9'}","0.94622517","516.0","615.0","False","False","07","08","282-8","09","4654.0","0.6925595238095238","mask_1251",24,"gt1ra3B73_282-8"
"549","mask_1252_1",-0.655434428046646,1.93250483696572,-0.358643194514374,2.06765857003919,1252,11,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1559","0.806236858199677","[[356.1789  224.95763 393.4251  291.1498 ]]","{'size': [672, 1008], 'counts': b'_aZ7=]d08K5K4L3N3L3N2N2O2M2O1N2O1O1O1O1O1O1O010O1000O101N1O2M3M3L4L4N2L5L4L5I][c<'}","0.9644447","374.5","410.5","FALSE","FALSE","8","8","405-1","9","3428.5","0.510119047619048","mask_1252",21,"gt1ra3B73_405-1"
"550","mask_1252_12",-7.23559915634169,-1.86148616552397,-0.27509199478493,2.13554385110937,1252,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1831","0.7420993763028001","[[448.74698  74.91156 485.55273 144.18842]]","{'size': [672, 1008], 'counts': b'k\\W94kd06I?B5K8I5J5K5L3M2N1O000000000000000O100O1O1N2O100001N2O1O2M3N4J6K5IRTg:'}","0.92531586","467.0","562.0","False","False","07","08","282-8","09","4230.0","0.6294642857142857","mask_1252",24,"gt1ra3B73_282-8"
"551","mask_1253_1",3.362563876285,-1.46400259523401,-1.99515737879941,-1.16857879812873,1253,12,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1080","0.711789462280677","[[382.51645 287.28247 409.10452 345.22836]]","{'size': [672, 1008], 'counts': b'edk7a0[d0>D5L3M2N1N3N2L3O1M4N1O11O001O2M3N1N3N1N4M4J5K^SZ<'}","0.963546","394.5","356","FALSE","FALSE","8","8","405-1","9","2938","0.437202380952381","mask_1253",21,"gt1ra3B73_405-1"
"552","mask_1253_12",-1.39254585100386,2.98957418816327,-0.223401410197803,-6.98788956475846,1253,10,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0700000008.jpg","late_planting","gt1ra3B73","defoliated","1566","0.7531925889423403","[[497.95563 159.25085 535.29736 224.31363]]","{'size': [672, 1008], 'counts': b'QZX:9^d0a0F3K7F8M3L5M11O1OO001O20O03M00010O0001O001N101N100O2M2N4K4L6K5K5J7D^Wf9'}","0.900999","517.0","479.5","False","False","07","08","282-8","09","3570.0","0.53125","mask_1253",24,"gt1ra3B73_282-8"
"553","mask_1254_1",4.05720944932186,-1.65347036831683,-1.06004876000274,1.66767997936538,1254,13,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0800000008.jpg","late_planting","gt1ra3B73","defoliated","897","0.596228688102212","[[399.10483 369.1078  424.3564  428.64102]]","{'size': [672, 1008], 'counts': b'SXV81id0:I4M3L3M3L4L4M4M2M3N2N2N1O2N100O2O0001O1N2K6H;D`ln;'}","0.9495322","411","273.5","FALSE","FALSE","8","8","405-1","9","2195.5","0.326636904761905","mask_1254",21,"gt1ra3B73_405-1"
"554","mask_1254_12",-0.276876415018576,-0.782167489226336,-1.10978188760149,1.13673665083583,1254,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1515","0.7756326724658889","[[447.69543 204.13887 479.59225 265.86304]]","{'size': [672, 1008], 'counts': b'TaW9?[d0f0\\O8I4M3N1O2M200O1O1O10000O100000O2O1O0O2O1O1N2O2M3M4J7FXnj:'}","0.9904936","464.0","437.0","False","False","08","08","282-8","09","3667.0","0.5456845238095238","mask_1254",24,"gt1ra3B73_282-8"
"555","mask_1255_1",5.47072218009517,-3.56223653600835,0.834546007114493,2.19294720037837,1255,16,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1395","0.565389748739708","[[386.6457    32.92826  416.09213  106.652954]]","{'size': [672, 1008], 'counts': b'TQn7;bd08H;F:E7J4L2N2O1M3O1L4K5O1O1O10000001PNY]Oe1Uc0L3M5J7I7J4J9FcgU<'}","0.9014408","400","602.5","FALSE","FALSE","8","8","405-1","9","5156.5","0.767261904761905","mask_1255",21,"gt1ra3B73_405-1"
"556","mask_1255_12",3.48617629998549,-0.553430272888616,-1.84468380989879,0.931094338854055,1255,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1835","0.6580410669203466","[[410.68774 360.58282 448.8958  436.0648 ]]","{'size': [672, 1008], 'counts': b'Wh^86ed0j0hNROR]OS1kb0nNS]OU1kb0kNT]OW1kb0kNQ]OY1lb0kNo\\OW1Rc0<O10O010O001000O010000O2OO10O1O1O1O1O1O2N2O1N3M3M2M4M2M4L9EW^^;'}","0.9826627","430.0","271.5","False","False","08","08","282-8","09","2177.5","0.32395833333333335","mask_1255",24,"gt1ra3B73_282-8"
"557","mask_1256_1",-2.65856050228788,-1.65311027512075,-0.165863148395722,1.82880082601722,1256,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/defoliated/405-1~0900000008.jpg","late_planting","gt1ra3B73","defoliated","1296","0.771886919624498","[[330.6997  344.8369  359.50253 402.24536]]","{'size': [672, 1008], 'counts': b'[bi6?^d07J5K5K5K5L3M3M2O1N2N2O000O10000000000001O1O1O3L6K6I;D]aY='}","0.9935688","344.5","298.5","FALSE","FALSE","9","8","405-1","9","2719","0.404613095238095","mask_1256",21,"gt1ra3B73_405-1"
"558","mask_1256_12",-2.59594512389262,5.48407057654066,-3.92277824220161,-0.779345889762466,1256,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/gt1ra3B73/defoliated/gt1ra3_282-8~0800000008.jpg","late_planting","gt1ra3B73","defoliated","1899","0.7765841462402948","[[485.12152 215.86427 525.76154 281.1121 ]]","{'size': [672, 1008], 'counts': b'fUo9=5Mjc0i0J5L4L4N1N3N1O1O2M2O1O1O100O100O100000O10001N1O3M3M3L3N1M2O2N2N2N2N2L5K5I9ERhl9'}","0.9773926","505.0","423.0","False","False","08","08","282-8","09","3541.0","0.5269345238095238","mask_1256",24,"gt1ra3B73_282-8"
